,deltaC,J,semJ
31,0.5567764072678787,7.534996650181161e-10,2.2173386885680645e-10
32,0.5633397359018251,7.503870862572823e-10,2.7973319960271235e-10
33,0.5699311650907555,7.037829626308055e-10,1.7687034645492135e-10
34,0.5764478499503455,7.341055109011889e-10,2.753358064067541e-10
35,0.583221220088264,7.861329223103016e-10,1.0917503955883322e-10
36,0.5896314750949514,7.553582968734679e-10,2.7336468438920075e-10
37,0.5962496963939785,7.85949365211578e-10,2.529331847822003e-10
38,0.6028066091182418,8.583363934438263e-10,2.0276259522213228e-10
39,0.6093920134595785,8.375294839279624e-10,2.6078837596561946e-10
40,0.6157981131182062,8.707137798559381e-10,2.2187536806228986e-10
41,0.6225221724713477,9.371048476875005e-10,3.4856866060560554e-10
42,0.629031935684734,9.922594793809196e-10,3.681386356417641e-10
43,0.6356249938463555,9.80930739090362e-10,2.5788478554931607e-10
44,0.642148510681454,9.834396277362592e-10,4.3160327707348914e-10
45,0.6488259300988184,1.0016930860261797e-09,4.493111729428415e-10
46,0.6552757157792113,1.065823712036078e-09,1.808311551719925e-10
47,0.6617924875880439,1.0662688326464627e-09,4.3759602656871907e-10
48,0.6684648017252011,1.173092486062169e-09,4.31945964351958e-10
49,0.6748109130412405,1.2115096991702224e-09,2.1947875237227504e-10
50,0.6817615274675599,1.2328850494662846e-09,4.4737987278381266e-10
51,0.6882603457702179,1.2200220840475906e-09,4.617484372398192e-10
52,0.6946550746008529,1.2192613447211472e-09,3.015975513189218e-10
53,0.7012135386625054,1.2596308312079357e-09,4.773707437803852e-10
54,0.7078315865247392,1.3685970355318388e-09,4.6283824808539787e-10
55,0.7144872207808146,1.4593865790739028e-09,4.5033745104069587e-10
56,0.7210303817200786,1.4616259811409268e-09,4.666054808758921e-10
57,0.7274892524503769,1.4454936714940618e-09,3.6825095228152805e-10
58,0.7340626843035576,1.4519431982875546e-09,5.201384230078435e-10
59,0.7407594172909607,1.5790398562042398e-09,4.818989719315016e-10
60,0.7472109316706566,1.6456951196574293e-09,4.811886433601516e-10
61,0.753537941848692,1.6179845846212388e-09,4.675061723948521e-10
62,0.7602512593473176,1.6487927072706716e-09,5.62764037120892e-10
63,0.7668416417759041,1.6979655605377017e-09,6.054553037305528e-10
64,0.7733535285388144,1.82007188312315e-09,5.942382658984371e-10
65,0.7801350290708362,1.8946165349696075e-09,5.813923401630825e-10
66,0.7865931924970728,1.8803346905721015e-09,6.665576933469336e-10
67,0.793404174488768,1.884719670159229e-09,7.770407977131617e-10
68,0.7997543539983626,2.0262740313722854e-09,7.617033416979391e-10
69,0.8065017945102413,2.028817206857258e-09,7.986488120327194e-10
70,0.8131469236596842,2.0287225410328224e-09,7.499341663265591e-10
71,0.8197512401210679,2.14203295295842e-09,7.959954013790031e-10
72,0.8261245371684618,2.2396640607091084e-09,7.574190284339134e-10
73,0.8326704358600836,2.2616257184973897e-09,8.716369952326309e-10
74,0.8387045900462836,1.473183164704767e-09,6.654572458911642e-10
75,0.8455260936703374,2.1136257057015063e-09,8.047799004516545e-10
76,0.8521866843910375,2.1715879333328013e-09,6.225770951479631e-10
77,0.8596208546775783,2.142157171013692e-09,7.370868597959449e-10
78,0.8642063808083982,2.277180385733225e-09,1.0321227303629928e-09
79,0.8717173146953259,2.6609645145379764e-09,1.3393354126441143e-09
80,0.8784788940854155,2.953078014713715e-09,1.4398017202055322e-09
81,0.8844807174486653,2.680985811178834e-09,1.0705256789344218e-09
82,0.8916598076149972,2.6142342678089232e-09,7.36590089386202e-10
83,0.8980173403760267,2.4070618274649733e-09,9.021741914935947e-10
84,0.9041486495404276,1.791745606960906e-09,1.276918581209418e-09
85,0.9116288855725287,1.8239637297999692e-09,1.6627330456682748e-09
86,0.920699545777848,5.205299957647596e-10,1.110959311795707e-09
87,0.9233528374372962,1.7834965292983502e-09,6.503091325465934e-10
88,0.9304826590059724,1.6626880176970504e-09,3.814913026174744e-10
89,0.9373739546012658,3.1558693457255868e-09,7.727718507604414e-10
90,0.9451985245462308,1.891907299957858e-09,5.935336289211905e-10
91,0.9508800581816662,2.7572334980615617e-09,7.366296000474838e-10
92,0.9578365411868204,2.7832050774655425e-09,8.50342641761236e-10
93,0.9633077853876276,2.202450874267733e-09,8.370323129410776e-10
94,0.9692438039158144,3.3885670682355394e-09,1.2423881214773948e-09
95,0.9787031782138862,3.050836010808758e-09,2.401448094580177e-09
96,0.9828971117164862,3.2436797733384816e-09,2.168285688940567e-09
97,,,
98,,,
