,dC
706,0.4923731657638537
707,0.4920564700941188
708,0.49172509407980225
709,0.49140077304706486
710,0.4910757008623785
711,0.4907575035002323
712,0.49046123100042327
713,0.4901698160696335
714,0.4898588486108415
715,0.4895300009105441
716,0.4891973246672592
717,0.4888562780879404
718,0.48851938468223577
719,0.48818237882579063
720,0.4878613064086985
721,0.4875378625595368
722,0.4871908417891242
723,0.48684802060992594
724,0.4865094007319968
725,0.4861703865564766
726,0.48586528268990026
727,0.4855487334954429
728,0.48523340738045384
729,0.48490846781672703
730,0.484571019442127
731,0.4842546591415823
732,0.4839399894872207
733,0.4836437001112732
734,0.4833530222420164
735,0.48305087130503743
736,0.4827586883139702
737,0.48247855348676427
738,0.48220282052863217
739,0.48192701112436986
740,0.4816550899333465
741,0.4814021659195302
742,0.4811487438486768
743,0.48089892632073006
744,0.48065987517613706
745,0.4804222526509885
746,0.480178462020982
747,0.47994455166753447
748,0.47971687439204413
749,0.4794981138951846
750,0.4792737729395484
751,0.4790367246192987
752,0.4787994556951416
753,0.47856196586689237
754,0.47832425483404295
755,0.47808632229576153
756,0.47784816795089236
757,0.4776097914979551
758,0.47737119263514505
759,0.477132371060331
760,0.47689332647105687
761,0.47665405856454157
762,0.4764145670376766
763,0.47617485158702744
764,0.47593491190882975
765,0.47569474769899533
766,0.47545435865310526
767,0.47521374446641496
768,0.4752585428348457
769,0.4751891361811569
770,0.475119710782289
771,0.4750502666309242
772,0.47498080371974105
