,dC
90,0.630541796023374
91,0.6415299510691269
92,0.6522687668845749
93,0.6629764183093814
94,0.673556113104669
95,0.6835242832184937
96,0.6935239430514715
97,0.7031403016559268
98,0.7123079043071038
99,0.7210545691511447
100,0.7297781063763751
101,0.7381288728300262
102,0.7458997731622459
103,0.7533111225632608
104,0.7607506841762962
105,0.7677446444645881
106,0.774608182125287
107,0.7812191572795076
108,0.7876013259507203
109,0.7935647259635037
110,0.7993394878139836
111,0.804824477627375
112,0.8099264039079643
113,0.8146656384651135
114,0.8192457518571032
115,0.8235682244566378
116,0.8275655194457586
117,0.8312801516576843
118,0.8347893886491025
119,0.8380662568127709
120,0.8413361799347789
121,0.8446401784279736
122,0.8476939503791445
123,0.8505180921917109
124,0.8531237438297629
125,0.855635063648305
126,0.8580598002996258
127,0.8602966048988205
128,0.8623700818461808
129,0.8641767510482943
130,0.8655230762088022
131,0.8666578639601396
132,0.8676220757757466
133,0.868359920502655
134,0.8688048700622799
135,0.8689990255558988
136,0.869070669237064
137,0.869011708094111
138,0.8688150763572973
139,0.8686819169999371
140,0.8685226109988938
141,0.8682427460771059
142,0.8680331687160819
143,0.8677784017916268
144,0.8674765947427737
145,0.8670764063618133
146,0.8665320808490407
147,0.8658198057996669
148,0.8650599122464664
149,0.8641138582637184
150,0.8630821320486064
151,0.8617471659039
152,0.8603815031068712
153,0.8590295051913954
154,0.8576186916585125
155,0.8562131739518308
156,0.8548584711872886
157,0.8532846866748063
158,0.8517639407669786
159,0.8502014807077625
160,0.8487295261405938
161,0.8472492107572547
162,0.8456158554662166
163,0.8439043491238347
164,0.8421238534161062
165,0.8402274539908522
166,0.8384538143358032
167,0.8365848591874648
168,0.8347073010130821
169,0.8328436329752538
170,0.83096174349277
171,0.8291263322785675
172,0.8273677173432592
173,0.8257224655240926
174,0.8241126813336447
175,0.822476836364824
176,0.8209373391129856
177,0.8194301990737227
178,0.8178032193511278
179,0.8161230389720656
180,0.8145071757070909
181,0.8128497337285965
182,0.8111110796821759
183,0.809485023233996
184,0.8078721328447593
185,0.8062325524746691
186,0.804627378672588
187,0.8032320525942197
188,0.801911531997679
189,0.800514598766588
190,0.7991749270693198
191,0.7977857163806981
192,0.7963651502804159
193,0.7949387784043399
194,0.7935514429033093
195,0.79204027985573
196,0.7903290315127458
197,0.7885763170690407
198,0.7868684752544677
199,0.7851461744437693
200,0.7834650173065141
201,0.7817239849157239
202,0.7800087918237143
203,0.7782407243566575
204,0.77664839032277
205,0.7752537643759199
206,0.7739528060290162
207,0.7725632300291743
208,0.7711815529345434
209,0.7699207366778215
210,0.7687449473323527
211,0.7676146390466425
212,0.7666023377706976
213,0.7655414729856294
214,0.7643648835652259
215,0.7631440591499419
216,0.7621579933296083
217,0.7611622283649203
218,0.7600797333517386
219,0.7589946097213482
220,0.7578763911817091
221,0.7566494147221628
222,0.7554426505246067
223,0.7543382127544864
224,0.7531955246945587
225,0.7519181249249434
226,0.7507221374171444
227,0.7495590142679578
228,0.7483788743079072
229,0.7471833949808556
230,0.7460286541575774
231,0.7448178961188296
232,0.7435419628414937
233,0.742375438955303
234,0.7412271418348684
235,0.7400203520254569
236,0.7388323000172143
237,0.7376439654248881
238,0.7365391797437142
239,0.7354813610822366
240,0.7345122503672528
241,0.733565613286914
242,0.732570708508516
243,0.7315843806284728
244,0.7306144530757779
245,0.7296321091487372
246,0.728589180184466
247,0.7275185168134517
248,0.7264449176054715
249,0.7253564095829299
250,0.7242967463810364
251,0.7232618442883906
252,0.7222515883793033
253,0.7212658698277723
254,0.7203045857092745
255,0.7194432328289135
256,0.7185826036030667
257,0.7177226772060943
258,0.7168634326548977
259,0.716004848808506
260,0.7151469043675562
261,0.7142895778736806
262,0.7134328477088155
263,0.7125766920944387
264,0.7117210890907473
265,0.710866016595785
266,0.7100114523445178
267,0.7091573739078776
268,0.708303758691764
269,0.7074505839360181
270,0.706597826713367
271,0.705745463928344
272,0.7048899230797276
273,0.704032106349666
274,0.70318412853459
275,0.7023471165583957
276,0.7015228379256424
277,0.7007046297567784
278,0.6998908140248399
279,0.6990777092199254
280,0.6982757488190678
281,0.6974829171687014
282,0.69670184195967
283,0.6959121060263957
284,0.6951094516500164
285,0.6942951989239566
286,0.6934864992868464
287,0.692669180208821
288,0.6918609722882836
289,0.6910588443812246
290,0.6902446337792838
291,0.6894295315037642
292,0.6886184774556987
293,0.6878168922216904
294,0.6870247191863936
295,0.6862252570340028
296,0.6854350432013072
297,0.6846505151018507
298,0.6838542132270797
299,0.6830719246484007
300,0.6822969749246577
301,0.6815238345604453
302,0.6807559613924337
303,0.6799896654344564
304,0.6792350939639579
305,0.6784730162634285
306,0.6777052902630016
307,0.6769506956247278
308,0.6762034486685335
309,0.6754505093683518
310,0.6747006236957012
311,0.6739699445427271
312,0.6732456557997052
313,0.6725250060163461
314,0.6718186775424205
315,0.671114254177074
316,0.670402007703854
317,0.6697014056756276
318,0.6690103717112122
319,0.6683216489419912
320,0.6676114500441745
321,0.6668938662561177
322,0.6661728823270858
323,0.6654675323383727
324,0.6647627579222497
325,0.6640717173760017
326,0.6633739009937714
327,0.6626764208797915
328,0.6619846946723645
329,0.6613076110130967
330,0.6606436986912414
331,0.6599887083617249
332,0.6593176101188511
333,0.6586567026100469
334,0.6579951141435532
335,0.657340347184754
336,0.6566966678185184
337,0.6560542940846665
338,0.6554125676330271
339,0.6547733594371511
340,0.6541344380701557
341,0.6535203335867803
342,0.6529085167767401
343,0.6523009334401675
344,0.6516856971979899
345,0.6510706348969599
346,0.6504607497783068
347,0.6498542346164469
348,0.6492450008349158
349,0.6486344238457962
350,0.6480193874588054
351,0.6474051778490666
352,0.6467928532917744
353,0.6461878339571496
354,0.6455682024313847
355,0.6449555550751869
356,0.6443583851338924
357,0.6437683605348619
358,0.643173644194498
359,0.642576278981556
360,0.6419826762564793
361,0.6413911170432747
362,0.6407982806833168
363,0.6402126029877222
364,0.6396235402090098
365,0.6390245812274478
366,0.6384378221876266
367,0.6378718385334481
368,0.6373100120427989
369,0.6367485991474622
370,0.6361845601900948
371,0.6356359329577279
372,0.635099986916652
373,0.6345682327738673
374,0.6340315763432469
375,0.6335003582098873
376,0.6329595386928994
377,0.6324197979262263
378,0.6318780066792888
379,0.6313388239856139
380,0.6307904785520508
381,0.6302370253652689
382,0.6296838128112414
383,0.6291346156543611
384,0.628575782146761
385,0.6280164559056133
386,0.627455115309911
387,0.6268883557048486
388,0.6263218612868808
389,0.6257648861023508
390,0.6251987916833321
391,0.6246265364040491
392,0.6240576590531388
393,0.623485663468266
394,0.6229194697823439
395,0.6223582123402509
396,0.6218104098437747
397,0.6212726495444143
398,0.620731066203144
399,0.6202059259815271
400,0.619690890534782
401,0.6191712274948147
402,0.6186527796364236
403,0.6181379775915354
404,0.6176273651567263
405,0.617134456718403
406,0.6166300813652927
407,0.6161233622187989
408,0.6156157001035232
409,0.6151227992486707
410,0.6146332965128536
411,0.6141549466542662
412,0.6136727812970361
413,0.6131923414873104
414,0.6126961755945874
415,0.6122090410848764
416,0.6117172266690931
417,0.6112313634293085
418,0.6107302627300177
419,0.6102288534020821
420,0.6097241891155323
421,0.6092336407252209
422,0.6087405261178833
423,0.608246207595914
424,0.6077650007485438
425,0.6073002210084235
426,0.6068271003000645
427,0.6063536578322395
428,0.605879269728848
429,0.6054064656495266
430,0.6049225191785745
431,0.6044334219794021
432,0.6039405567018998
433,0.6034281896108591
434,0.602914572603076
435,0.6023988368777098
436,0.6018879559956158
437,0.601386505545193
438,0.6008934356622337
439,0.6003958086665249
440,0.5998935646756651
441,0.5994152164686368
442,0.5989552778256131
443,0.5984787025442029
444,0.5980077428397363
445,0.5975444991692106
446,0.5970739718725047
447,0.5965856774651384
448,0.5961008690507948
449,0.5956236813727461
450,0.5951298444750857
451,0.5946273064153028
452,0.5941368222261336
453,0.5936545534463962
454,0.5931671818584152
455,0.5926834142880841
456,0.592202670550265
457,0.5917299807966521
458,0.5912564810982013
459,0.5907869359710833
460,0.5903141224089576
461,0.5898466431783571
462,0.5893717990387941
463,0.5888990684046582
464,0.5884295483348013
465,0.5879620898812901
466,0.5874896934376945
467,0.5870276457664607
468,0.586559824426395
469,0.5860924332569821
470,0.5856250545592377
471,0.5851638713899248
472,0.5846981433364082
473,0.5842246768672452
474,0.5837571449616228
475,0.5832805907889984
476,0.5827934932309075
477,0.5823032865828954
478,0.5818085318179957
479,0.5813134434795959
480,0.5808154695769667
481,0.5803239325727474
482,0.5798429764109327
483,0.5793687877246274
484,0.5789136355544636
485,0.5784734366743216
486,0.5780421941547462
487,0.5776216587980563
488,0.5771954002831157
489,0.5767566876088903
490,0.5763235856562232
491,0.5758893964469037
492,0.5754447995495481
493,0.5749904453373695
494,0.5745407664045822
495,0.5740926701976418
496,0.573640708917724
497,0.5732023574473052
498,0.5727719835026994
499,0.5723292941082321
500,0.5718903636908235
501,0.5714586533434433
502,0.5710374079257976
503,0.5706134163904999
504,0.5701810652828799
505,0.56975207366513
506,0.5693220544034403
507,0.5688916329366327
508,0.5684770107531778
509,0.5680585436881361
510,0.5676357142534822
511,0.5672054702816574
512,0.5667666533688406
513,0.5663306587475283
514,0.5658973302785169
515,0.5654506306159037
516,0.5650220679411077
517,0.5645815222464059
518,0.5641404436920997
519,0.5636987565543352
520,0.5632619646027073
521,0.5628285451766757
522,0.5624008138136236
523,0.561981962194363
524,0.5615832677403246
525,0.5611791039152637
526,0.5607848326189122
527,0.5603871706022688
528,0.5599933249433924
529,0.5596016482933716
530,0.5592054886754056
531,0.5588101561614105
532,0.5583991684459426
533,0.5579791236731086
534,0.5575490967332455
535,0.5571195399121003
536,0.5566946041242065
537,0.5562679477883596
538,0.5558431042186709
539,0.555421486459915
540,0.5550051574348449
541,0.5546049240504918
542,0.5542123340797955
543,0.5538220809161043
544,0.5534297352392736
545,0.5530496450317737
546,0.5526717439726375
547,0.5522848379409275
548,0.5518958287059895
549,0.5515166020012774
550,0.5511261740520021
551,0.5507298868908972
552,0.5503297661138593
553,0.5499218253388833
554,0.5495086631015793
555,0.5491014825126935
556,0.548698824520186
557,0.5482956895728659
558,0.5478793530447296
559,0.5474569804705764
560,0.5470339694408732
561,0.5466158031090004
562,0.5462013466479767
563,0.5457779280759567
564,0.5453521662523881
565,0.5449323012211758
566,0.5445128828560428
567,0.5440685524235738
568,0.5436327249766338
569,0.5431980205351018
570,0.5427690565448844
571,0.5423385589047485
572,0.5419081232022465
573,0.5414716944979494
574,0.5410098728850634
575,0.5405490374894577
576,0.5401146433445242
577,0.539670476135095
578,0.5392255239799857
579,0.5387729238365313
580,0.5383227648658218
581,0.5378863105876421
582,0.5374341104979328
583,0.5370027029217006
584,0.5365748746566592
585,0.5361539985761251
586,0.5357291160157207
587,0.5352957247982213
588,0.5348777276981151
589,0.534452190581783
590,0.5340152448310085
591,0.5336010742392916
592,0.5331671833273659
593,0.5327263715530941
594,0.5322814759184634
595,0.531851484463154
596,0.5314171891365583
597,0.5309777388856659
598,0.5305485929423168
599,0.5301396642177013
600,0.5297320827987222
601,0.5293534076761288
602,0.5289656617106784
603,0.528562115026536
604,0.5281543967783482
605,0.5277506614932144
606,0.5273524948767929
607,0.5269519944268417
608,0.5265298252209762
609,0.5261078412323822
610,0.5256840795023463
611,0.5252721714701737
612,0.5248784790655898
613,0.5244896302296178
614,0.5241204937058582
615,0.5237498840395687
616,0.5233808110037754
617,0.5230273426519854
618,0.5226798131066815
619,0.5223226847967406
620,0.5219700503022622
621,0.5216241019268202
622,0.5212826456229152
623,0.5209319512648821
624,0.5205671262436269
625,0.5202078682941855
626,0.5198466147561512
627,0.5194743101635702
628,0.5191173341865216
629,0.5187835618268737
630,0.5184576984207302
631,0.5181304121449424
632,0.5178023711086627
633,0.517503663817378
634,0.5172102978958262
635,0.5169158031596168
636,0.5166130502031716
637,0.5163071883580128
638,0.5159825876127704
639,0.5156415208728167
640,0.5153116560058053
641,0.5149968985097602
642,0.5146742737306057
643,0.514366505618898
644,0.5140604745853896
645,0.5137546160854931
646,0.5134391497217288
647,0.513117793796589
648,0.5127913257957453
649,0.512448782819881
650,0.5120818552127072
651,0.5116997250015244
652,0.5113000787497678
653,0.5109139677375267
654,0.5105463619988209
655,0.510172888840889
656,0.5098035109658884
657,0.5094369197127806
658,0.5090729662424214
659,0.508719689840641
660,0.5083749352849096
661,0.5080037095474661
662,0.5076285231981364
663,0.5072543453677303
664,0.5068885485285113
665,0.506518126276393
666,0.5061592574731193
667,0.5057963130337737
668,0.5054274405938521
669,0.5050690169416923
670,0.5047331295713013
671,0.5043981352861745
672,0.5040524908454516
673,0.5037103071200693
674,0.5033753495146944
675,0.5030418865076345
676,0.502725697271809
677,0.5024098398674606
678,0.5020829882174487
679,0.5017517122616686
680,0.5013975246209728
681,0.5010463180572218
682,0.5006937307315613
683,0.5003410696157369
684,0.49997737842923073
685,0.49959527378010504
686,0.499210205372023
687,0.498835525607094
688,0.49846898078750757
689,0.4981193753701587
690,0.4977639124919625
691,0.4974086720511641
692,0.49705707448126724
693,0.4966924253903342
694,0.4963265685711429
695,0.49597251595073666
696,0.4956274558855329
697,0.49528705161954334
698,0.4949496982327989
699,0.494618232059838
700,0.49428970409237283
701,0.493964040930295
702,0.4936405176199552
703,0.4933267859986131
704,0.4930094784145431
705,0.4926853230653562
