,04002,04007,12002,10002,10004,10006,10007,10013,09004,09012,09014,09018,09019,09023,09025,09032,02004,02006,02008,02014,01001,01002,01004,00002,13001,13015,03005,03006,03007,03010,03013,03014,03018,14002,06007,06012,06015,06016,06022,06023,06024,07003,07004,07006,07009,07016,07018,07021,07024,11002,11008,11017,11025,08009,08033,08039,08040,05002,05003,05004,05007
0,4.390621480582994e-09,4.661596937459351e-09,3.2693549097641756e-09,-3.0523002223045414e-09,-2.865170261392853e-10,4.715257438439173e-09,5.997097435801589e-09,2.530314589796848e-09,-4.075522821186424e-09,1.953763537228554e-09,-1.0111359552505611e-08,-1.460443214676104e-10,2.5542631159644976e-10,-2.5100342819963503e-10,7.752694510700038e-10,-2.0983108787122685e-09,-4.137558090219889e-09,2.8868017349065637e-09,-5.460490945168165e-10,-7.024113733292834e-09,2.8618350143093447e-09,1.1282684722257392e-09,-4.501031330174806e-09,4.042752952890816e-09,6.195942251058405e-09,6.50445746935861e-09,-1.0009561051403586e-09,-7.617988754260169e-10,-2.134312205991478e-09,1.3941790275786972e-09,-3.2416884120993885e-09,2.730833023328287e-10,-1.7703893081512922e-09,3.809353952003641e-09,-3.3067791061050654e-09,-1.0675766303318924e-09,-9.543176610755887e-10,-1.6025949440203278e-09,-3.192619007408952e-09,5.539934090477928e-10,1.5813136205842982e-09,-2.39491508961313e-09,-5.633436508439779e-09,-7.88221275117086e-09,-4.29687730989615e-09,-8.027726363871745e-09,-5.221161698189811e-09,-5.67830344929808e-09,-2.6292610231221242e-09,-2.6301785827812054e-09,4.9535920121504815e-09,-1.460953657245225e-09,8.054131157278893e-10,-3.635130144244513e-09,-3.017576078456553e-09,-3.5868714558597116e-09,-1.2695872602917707e-09,-2.6226115709611488e-09,3.1292651999153645e-09,6.499889066819458e-09,2.318028934567684e-09
1,4.367524893029211e-09,4.634145416112435e-09,3.2528122469894893e-09,-3.0653791265925764e-09,-2.8664170663258487e-10,4.685916985503307e-09,5.95239346887223e-09,2.5205403059381366e-09,-4.0985354021714144e-09,1.9484288047986614e-09,-1.0309354039317691e-08,-1.4607288854027232e-10,2.5534323781238757e-10,-2.510808981329628e-10,7.745378809128593e-10,-2.1038614128806e-09,-4.162373030504777e-09,2.874553424039597e-09,-5.465051712654469e-10,-7.09524684155959e-09,2.8485649761022966e-09,1.126302423128721e-09,-4.5303924891206824e-09,4.019442931912386e-09,6.1431594449535625e-09,6.4338594131536124e-09,-1.0024943066896839e-09,-7.625418032838862e-10,-2.1407305146562285e-09,1.3915686151423951e-09,-3.257046518318524e-09,2.7299282325937813e-10,-1.7745241409051718e-09,3.792478805608993e-09,-3.323602690638383e-09,-1.0690228131739973e-09,-9.556200459571869e-10,-1.606374513960758e-09,-3.206327942764097e-09,5.535255817575116e-10,1.5776368428300125e-09,-2.4069532099579857e-09,-5.6878852012844725e-09,-7.979732590541191e-09,-4.327474284741186e-09,-8.138073328710829e-09,-5.2556721003268775e-09,-5.726462634135714e-09,-2.6379019051167142e-09,-2.643060983218923e-09,4.920434406708605e-09,-1.4640760871201921e-09,8.042543954752654e-10,-3.655462978059969e-09,-3.029111093331947e-09,-3.6058106022424785e-09,-1.2718824250019456e-09,-2.631957188993287e-09,3.1155826743785038e-09,6.442388370282003e-09,2.3110684836547865e-09
2,4.321379975119042e-09,4.5793071732576e-09,3.2197722382783046e-09,-3.0915762220870994e-09,-2.868911018009665e-10,4.627310135411797e-09,5.863117072350577e-09,2.501010371482553e-09,-4.144648534982595e-09,1.9377662159030246e-09,-1.070935504493178e-08,-1.4613002561299638e-10,2.5517710442847927e-10,-2.512358536272979e-10,7.730750551051083e-10,-2.1149724253201104e-09,-4.212106058945872e-09,2.850086978466763e-09,-5.474175356494773e-10,-7.238108936271113e-09,2.822052529510605e-09,1.1223722114206145e-09,-4.589263677508532e-09,3.972885459734877e-09,6.037776630082787e-09,6.2930870915396514e-09,-1.0055722034459488e-09,-7.640280332984058e-10,-2.153578626704394e-09,1.3863497793956589e-09,-3.287810543089357e-09,2.728118822711728e-10,-1.782799190113719e-09,3.75876337191517e-09,-3.357309399757128e-09,-1.0719164214488074e-09,-9.582258586840968e-10,-1.6139393175064034e-09,-3.2337886302448866e-09,5.525901401786882e-10,1.5702872854504844e-09,-2.4310740139343967e-09,-5.797215007890148e-09,-8.175820654096231e-09,-4.3888442954556075e-09,-8.360009433806355e-09,-5.3248576092447895e-09,-5.823089757488833e-09,-2.6552034283829457e-09,-2.6688792689767088e-09,4.8542184551710445e-09,-1.4703253065149851e-09,8.019380441908364e-10,-3.6962088303373862e-09,-3.052211586078075e-09,-3.64376194070876e-09,-1.2764754493684825e-09,-2.650668688026282e-09,3.088244933909686e-09,6.327594109569735e-09,2.2971610220484168e-09
3,4.275336666954005e-09,4.524606164026367e-09,3.1868264776605846e-09,-3.1178497917941535e-09,-2.87140565129144e-10,4.568860547443843e-09,5.774123815851105e-09,2.4815189109878615e-09,-4.190931316601812e-09,1.927117702523952e-09,-1.111665283796037e-08,-1.4618716853156434e-10,2.5501099948560325e-10,-2.5139084031239863e-10,7.716128635100366e-10,-2.1261029873245565e-09,-4.262037680711212e-09,2.825682793232804e-09,-5.483303191697209e-10,-7.382096907284437e-09,2.795597665559163e-09,1.1184458228481561e-09,-4.648421397016963e-09,3.926459532369955e-09,5.932790744634816e-09,6.15323631326799e-09,-1.008653056352133e-09,-7.655150061648884e-10,-2.166449243118529e-09,1.381134993633517e-09,-3.3186672505833464e-09,2.7263097568433016e-10,-1.7910848210490306e-09,3.7251203717196227e-09,-3.3911314081065095e-09,-1.0748124920859546e-09,-9.608337369646188e-10,-1.6215152685405252e-09,-3.2613327124548783e-09,5.516551273764629e-10,1.5629458853010028e-09,-2.455281248901293e-09,-5.9073637421428485e-09,-8.373869358880831e-09,-4.450552338452227e-09,-8.584245688335377e-09,-5.394359370838757e-09,-5.920303942998275e-09,-2.6725436518935602e-09,-2.694801630488619e-09,4.788213266414462e-09,-1.4765831219521987e-09,7.996238924936842e-10,-3.737109517744008e-09,-3.075371534776469e-09,-3.6818547111259286e-09,-1.281073798811787e-09,-2.6694197179658488e-09,3.0609639485744876e-09,6.213251015153798e-09,2.283280996420155e-09
4,4.229405335621692e-09,4.470057952829811e-09,3.1539823103061665e-09,-3.144195689621394e-09,-2.8739009621037807e-10,4.510586898484663e-09,5.685454826193885e-09,2.4620683691213633e-09,-4.237371370690724e-09,1.916483917476287e-09,-1.1529868731994645e-08,-1.4624431727796824e-10,2.548449231285204e-10,-2.5154585805946415e-10,7.701513165578058e-10,-2.1372524269656324e-09,-4.312152762083647e-09,2.8013447352564134e-09,-5.492435165656964e-10,-7.527082767791056e-09,2.7692051000134767e-09,1.1145233582854058e-09,-4.707843650858642e-09,3.880178200017312e-09,5.828266240439907e-09,6.01446024916126e-09,-1.0117368033670828e-09,-7.670027104273951e-10,-2.179341402582492e-09,1.3759244021881778e-09,-3.349610839674156e-09,2.7245010366622314e-10,-1.799380665012717e-09,3.6915553131625923e-09,-3.425061267263033e-09,-1.077710979635236e-09,-9.634436402203423e-10,-1.6291020099375985e-09,-3.2889557683412586e-09,5.50720548911167e-10,1.5556129667119798e-09,-2.4795696030517065e-09,-6.0182420923161215e-09,-8.573615835510524e-09,-4.512570810628867e-09,-8.810427799316383e-09,-5.464151578602485e-09,-6.018045784959291e-09,-2.6899209550053266e-09,-2.7208223615931915e-09,4.722443865345934e-09,-1.4828492885216256e-09,7.973119828609546e-10,-3.778154153629672e-09,-3.0985880326764577e-09,-3.7200797386469512e-09,-1.2856773444067904e-09,-2.6882083100989187e-09,3.0337440464734387e-09,6.0994350732212174e-09,2.2694295281507557e-09
5,4.488433927222192e-09,4.721673449241814e-09,3.6893902341902796e-09,-2.5523724158286965e-09,3.418311861005828e-10,4.763888814410055e-09,5.7697318143749046e-09,2.8033194067007106e-09,-3.5324448723222776e-09,2.200531058481514e-09,-9.005824268658714e-09,4.790569068929192e-10,1.5013876252592607e-09,5.059565238158793e-10,1.925583723830954e-09,-1.2893719519383e-09,-3.0599234224707817e-09,3.4957943162247227e-09,5.004998222168845e-10,-6.739085166488413e-09,2.9270257619739744e-09,1.5018992618541574e-09,-3.5011065702495355e-09,4.38821638548691e-09,6.252254188429159e-09,5.86934229083499e-09,-2.1722374803130945e-10,-1.3844781662126555e-11,-1.4738795341135053e-09,1.8911636911925835e-09,-2.4586235169019864e-09,1.002665497395532e-09,-7.574531087763358e-10,4.333621835328817e-09,-2.0468759031075982e-09,-5.33605228793336e-10,-2.7268653288105417e-10,-8.153722954521565e-10,-2.7753895670224776e-09,1.1639175439139863e-09,1.915991087942439e-09,-2.334980742625597e-09,-5.422453050952007e-09,-8.135109417608629e-09,-3.829826284016986e-09,-7.915613141463957e-09,-4.897125078193429e-09,-5.436911738590485e-09,-2.242158471830548e-09,-2.1999653378908136e-09,4.772491419718819e-09,-4.725316338932005e-10,1.1560267277337448e-09,-3.25996052026741e-09,-2.284480947160617e-09,-3.0592131360647124e-09,-4.939645786226763e-10,-1.5752791100070862e-09,3.4181750719064313e-09,6.419417293398453e-09,2.2670128118803415e-09
6,5.158957601885033e-09,5.376098383330096e-09,4.77361465293131e-09,-1.3726766139392238e-09,1.3930748053147797e-09,4.967716331381413e-09,6.2174652907184865e-09,3.38098779153506e-09,-2.2297686545785198e-09,3.079052344388913e-09,-3.5218094850426763e-09,1.4556638372563065e-09,3.544530765962802e-09,1.904868048463637e-09,3.723860544961109e-09,3.336689801646051e-10,-8.612125247372883e-10,4.509735463138581e-09,2.2260729093495613e-09,-4.902069675527979e-09,3.1674507159280014e-09,2.2675380359500143e-09,-1.2180788880314452e-09,5.350560400188437e-09,7.041361250451312e-09,5.9411391516594796e-09,1.413790848481457e-09,1.3299817625414659e-09,-1.7465428540314288e-11,2.874743594867416e-09,-6.769894485672574e-10,2.229098450024442e-09,9.971733636947898e-10,5.642961722127905e-09,5.249033147596041e-10,6.190535485839417e-10,1.121153970492687e-09,7.440230194195791e-10,-2.138345122881529e-09,2.2301398186079232e-09,2.667510117515123e-09,-1.89778051041137e-09,-3.873894983925821e-09,-6.781660436320181e-09,-2.385061456177135e-09,-6.085801163044996e-09,-3.6280443695613147e-09,-4.176780510129668e-09,-1.2009300971891929e-09,-1.027316832334763e-09,4.910641609712022e-09,1.3581121171707663e-09,1.923633944646535e-09,-2.0837552381094557e-09,-5.425758624990931e-10,-1.4840909587466383e-09,8.387926408606061e-10,4.89504488347994e-10,4.170641804312974e-09,6.999608061374285e-09,2.6242365034243538e-09
7,6.058195723440789e-09,6.0552498533854514e-09,5.768992379772643e-09,-2.282602371070837e-10,2.2915282405941947e-09,4.937607136643341e-09,6.834427970574249e-09,3.89200917067287e-09,-8.900796643774378e-10,4.09827252055773e-09,2.093927919760543e-09,2.269328738469946e-09,5.033645476853429e-09,3.2523142923999804e-09,5.010824117557379e-09,1.8596224463113049e-09,1.1241867859842877e-09,5.187787937987669e-09,3.5961334916983285e-09,-2.8300987274999933e-09,3.2409653699281996e-09,2.9946442562056322e-09,1.0594930262733353e-09,6.246864195427838e-09,7.802316038697022e-09,6.218677514688934e-09,3.0325712795510075e-09,2.3448213059837325e-09,1.5786952936083283e-09,3.85137868194448e-09,1.0400245713324901e-09,3.2826946318756086e-09,2.4671061781621967e-09,6.737843802616891e-09,2.8228744352817565e-09,1.7897319633837488e-09,2.4235317919861704e-09,2.4038609235290325e-09,-1.8552291040880767e-09,3.270861854422916e-09,3.336938628929587e-09,-1.2921864447206903e-09,-2.368634624850778e-09,-5.090104657044162e-09,-8.077012438688453e-10,-4.383254611480299e-09,-2.3694946897519855e-09,-2.820195044456565e-09,-1.0839388825454876e-10,2.2640424727168165e-10,5.1452073966204385e-09,2.958861619481469e-09,2.5619124024087523e-09,-1.0631586713270729e-09,1.3758196503627355e-09,2.250136919620898e-10,2.1965059329020223e-09,2.442759973723189e-09,4.7914734456710264e-09,7.51117849205892e-09,3.2760220735158327e-09
8,7.154335367625457e-09,6.665203441671104e-09,6.6869239916631795e-09,7.378010473227419e-10,3.13931359604335e-09,5.011828357629895e-09,7.429431408422832e-09,4.457270627241013e-09,1.1040764631019477e-10,5.095520696345137e-09,7.775150772689853e-09,3.085072559941239e-09,6.504740764359968e-09,4.4902423379780675e-09,6.2290276765898106e-09,3.432643611261118e-09,3.2791710195760873e-09,5.9725812431846964e-09,4.754937416319645e-09,-4.600842477981726e-10,3.2807538645892585e-09,3.886420640189502e-09,3.650523258555398e-09,7.117460729142438e-09,8.417166994260059e-09,6.439821244813129e-09,4.6754557881089646e-09,3.3827291005072703e-09,3.1367227888221545e-09,4.851548689212168e-09,2.774937112152555e-09,4.359469165001426e-09,3.914023592919836e-09,7.696677187129767e-09,4.989512666350702e-09,2.805267840274889e-09,3.5898217800278764e-09,4.12879084445224e-09,-1.3040584689545843e-09,4.3294967386045545e-09,3.736013504486913e-09,-6.933975373011643e-10,-9.476633861903604e-10,-3.1942980539937114e-09,7.424468047057743e-10,-2.5753731963707858e-09,-1.0818097479564537e-09,-1.238971758717254e-09,8.70226450433549e-10,1.6048406035127887e-09,5.463241838950347e-09,4.63474016754539e-09,3.0998212789910337e-09,2.6562596280797396e-13,3.30611274441212e-09,1.9916123243473316e-09,3.8106567970696895e-09,4.352965735136412e-09,5.362135133217284e-09,8.16619770186877e-09,3.8424974800473386e-09
