,P ms^-1,dP/P,A,P cms^-1
0,1.8937088018862316e-10,0.4714470028185413,164.13333333333333,1.8937088018862316e-08
1,2.739702937688934e-09,0.023798721948442902,204.23333333333332,2.7397029376889343e-07
2,4.235137229643265e-09,0.024886662826659463,93.46666666666667,4.235137229643265e-07
3,1.068535092532392e-08,0.030345468818916487,180.83333333333334,1.068535092532392e-06
4,1.906911476371129e-09,0.036093368969137424,149.43333333333334,1.9069114763711288e-07
5,5.944139057174769e-09,0.01833837908967913,216.96666666666667,5.944139057174769e-07
6,2.1263543356073365e-09,0.02574420891351438,178.33333333333334,2.1263543356073365e-07
7,2.2091574794941565e-09,0.03862517505104856,246.96666666666667,2.2091574794941565e-07
8,1.8403368117812926e-09,0.023492542084737646,212.26666666666668,1.8403368117812925e-07
9,4.140655651447785e-09,0.018926636384119642,176.16666666666666,4.1406556514477853e-07
10,3.3430733692793797e-09,0.018787696425959895,166.66666666666666,3.34307336927938e-07
11,1.4602826146670813e-09,0.033412434781025936,192.93333333333334,1.4602826146670812e-07
12,4.218797651095161e-09,0.016512959604914723,210.93333333333334,4.2187976510951613e-07
13,3.0531173663261513e-09,0.03227940533694542,200.56666666666666,3.0531173663261516e-07
14,1.9176093788364064e-09,0.05027065367521733,166.16666666666666,1.9176093788364063e-07
15,4.3852625213037515e-09,0.019533445071154214,164.8,4.3852625213037516e-07
16,8.733432781459475e-10,0.06205461435036455,168.13333333333333,8.733432781459475e-08
17,1.380432270726052e-09,0.032159446588184225,184.43333333333334,1.380432270726052e-07
18,3.043838300388582e-09,0.03068858481494943,171.6,3.043838300388582e-07
19,1.4284713550208497e-10,0.8422120702977463,193.46666666666667,1.4284713550208497e-08
20,4.9129769800856516e-09,0.026211683440973126,167.06666666666666,4.912976980085652e-07
21,2.467198938194831e-09,0.03291284638157858,211.36666666666667,2.467198938194831e-07
22,9.993784439001243e-10,0.08119658562373161,188.16666666666666,9.993784439001244e-08
23,2.486718603813068e-09,0.054045935172496166,166.8,2.486718603813068e-07
24,3.302832619024611e-09,0.013928683195749676,126.73333333333333,3.302832619024611e-07
25,1.2631289987533584e-10,0.3100098405917734,147.03333333333333,1.2631289987533583e-08
26,1.1132205562159928e-09,0.052136195973141196,253.23333333333332,1.1132205562159928e-07
27,7.85889681009474e-09,0.03400461334268567,184.66666666666666,7.85889681009474e-07
28,1.4306595143244026e-09,0.06064073127531997,201.56666666666666,1.4306595143244026e-07
29,2.727619098285171e-09,0.037576807147335155,196.16666666666666,2.727619098285171e-07
30,3.742659499142645e-09,0.015166208585877401,229.16666666666666,3.7426594991426454e-07
31,4.8939439700019065e-09,0.02588332475314819,97.46666666666667,4.893943970001906e-07
32,1.0430198308280384e-08,0.029971153992905546,181.76666666666668,1.0430198308280384e-06
33,2.443577814298414e-09,0.03371620142296712,252.3,2.443577814298414e-07
34,1.93115550703947e-09,0.030425291218050727,220.0,1.9311555070394698e-07
35,4.2050350314954435e-09,0.01800824788390002,187.8,4.2050350314954434e-07
