,11003,11005,11008,11010,11014,11018,11019,11020,11022,11023,11025,11026,11028,11029,13002,13004,13005,13007,13008,13009,13010,13011,13012,13013,13016,13017,13018,13019,13020,13021,13022,10004,10005,10008,10009,10017,10023,10026,10030,10033,10042,10044,10049,10050,10051,10053,12001,12002,12003,12004,12005,12006,12007,12008,12009,12011,12013,12014,12019,12023,12024,12025,12027,12030,12033,08004,08005,08007,08008,08009,08010,08012,08013,08014,08017,08018,08019,08022,08025,08026,08027,08031,08033,08034,08037,08038,08041,14002,14005,14006,14007,14010,14011,14012,14013,14014,09001,09003,09005,09006,09008,09011,09014,09016,09017,09018,09020,09022,15005,15007,15013,15016,15018,15020,15021
0,4.5792415073785233e-10,1.0785354129359048e-09,5.957937382230397e-10,4.1391754434174567e-10,6.70116314832646e-10,3.55396374938966e-10,1.390202779335186e-09,9.017131393546764e-10,1.0861195635245355e-10,3.597632431302045e-10,1.0486698553052693e-09,7.534867068319316e-10,5.944393591038446e-09,1.7076840190623312e-09,1.0133562174554289e-09,6.259606208973961e-10,3.72727613352773e-10,4.850215541440836e-10,3.0592520794614824e-10,1.3041666569572276e-09,1.3474521161440435e-09,8.331764722358538e-10,4.38610278531404e-09,2.0761747802449365e-09,2.2230220402486353e-10,2.1268821096143888e-10,9.840278324221203e-10,1.0393686411892374e-09,1.265129122955748e-10,8.937091143947432e-10,1.5023921263545478e-09,4.0160662312921103e-10,3.54246945806013e-10,8.244848050295506e-10,9.648429252095441e-10,1.7661564135654322e-10,3.212904186832346e-10,6.067271911527904e-10,4.82830293473487e-10,1.1034318137572938e-08,2.635222309155382e-10,1.0035093111528303e-09,3.1930900991552024e-10,1.7756074615781589e-10,1.8365456160866914e-10,8.177706474754539e-10,7.353638131176709e-10,1.265595036061567e-10,6.279410800376913e-10,1.5100743816348995e-09,7.888203966619987e-10,4.4257151274563616e-10,4.4257151274563616e-10,4.924819492432952e-10,2.768106419395328e-10,1.1682788101192551e-09,7.352332505140069e-10,1.04719072043642e-09,1.0277064599371956e-09,1.584297981933359e-10,3.4717675065588503e-10,5.304755073129139e-10,1.239268734266479e-10,4.500832712848622e-10,8.977658730516476e-10,9.453139820578273e-10,4.14620803403937e-10,1.197128614948655e-09,3.9096024139842296e-10,7.52492568728558e-10,2.2719815530710556e-10,1.2676241058578272e-09,5.529098766812263e-10,3.473606530344907e-10,2.903889054044566e-10,4.060957171710315e-10,8.405235358666149e-10,4.339251717703536e-10,2.429131456238716e-10,1.1355399439202933e-10,5.065288849416532e-10,5.22604107813877e-10,3.812517337979587e-10,3.16622944268588e-10,1.472065325179421e-09,1.1736560987368597e-09,3.9796114393002127e-10,3.356545129961619e-10,1.0972926824799818e-09,4.121980328420601e-10,1.4379761818720828e-09,1.1501661707360934e-11,2.3366304373514346e-10,4.319791642495638e-10,5.164321563857635e-10,1.0579125554698587e-09,2.27604604697396e-09,6.213417378336906e-10,5.822409855922128e-10,4.884418430147003e-09,3.4807344334727903e-09,1.1994689275700699e-09,1.89146088377906e-09,9.112577365727171e-10,8.275371051703646e-10,5.095954666629497e-10,1.0254636450637275e-09,2.0485120476788708e-10,8.63239864678991e-10,5.55889526980008e-10,3.732142066803456e-10,7.73666612693389e-10,6.32354715833624e-11,1.917466404881297e-09,1.7592845939386827e-09
1,4.577026819884443e-10,1.0776670808416956e-09,5.954725382446805e-10,4.1381913243105913e-10,6.697998354012457e-10,3.553183000536025e-10,1.3887282648823055e-09,9.01140889322872e-10,1.0860508396577987e-10,3.596919078877497e-10,1.0473246150497723e-09,7.5293341701736e-10,5.925465576136548e-09,1.7045554144359217e-09,1.0126006153415329e-09,6.256112811164908e-10,3.726050190095283e-10,4.848274098058956e-10,3.058683852267327e-10,1.3030741116602878e-09,1.3460682563648936e-09,8.327176922353832e-10,4.376754753360062e-09,2.073590883198732e-09,2.2226104759833226e-10,2.126593234338372e-10,9.831270031260243e-10,1.038529961701465e-09,1.264995841400232e-10,8.931525670368151e-10,1.5011376215211696e-09,4.014803638806116e-10,3.5410762916350003e-10,8.239634287446025e-10,9.641760922073563e-10,1.7659625537941217e-10,3.212292289821566e-10,6.064518766174098e-10,4.826749611712951e-10,1.0981467811424588e-08,2.6347361984656923e-10,1.0027110339829315e-09,3.1924167582598585e-10,1.7754025507457668e-10,1.836243505793433e-10,8.173993084591515e-10,7.34895680776734e-10,1.2654551112856144e-10,6.276424332195219e-10,1.508781309162446e-09,7.882936668053001e-10,4.4242224987345104e-10,4.4242224987345104e-10,4.922389820338451e-10,2.767325240945371e-10,1.1672457221313182e-09,7.348344216712519e-10,1.0461839226665245e-09,1.0266624412591961e-09,1.5841610651379033e-10,3.470876237817817e-10,5.302811675222449e-10,1.2391627820548085e-10,4.4986654327881797e-10,8.970499988675091e-10,9.446225181534932e-10,4.14461925475896e-10,1.195975553036642e-09,3.9087790906508283e-10,7.52099847938374e-10,2.2716458032977083e-10,1.2663748175842554e-09,5.52645269324658e-10,3.472580849949099e-10,2.9034289041795477e-10,4.059959632926144e-10,8.401360333234208e-10,4.3381433162904095e-10,2.428798883583343e-10,1.1354525557736913e-10,5.06385656989589e-10,5.22461399187613e-10,3.8112539551311504e-10,3.1656153231481343e-10,1.4706068827515629e-09,1.1724323009876596e-09,3.9782891032605393e-10,3.3553679754100894e-10,1.0961465517938356e-09,4.1200583012444937e-10,1.4359074224079756e-09,1.1501581442024387e-11,2.3362415350234733e-10,4.3183985436852164e-10,5.162638158128911e-10,1.0572329209644927e-09,2.2717000675994516e-09,6.209691173341569e-10,5.819074975205722e-10,4.866084262611472e-09,3.471630824928775e-09,1.1984958857676767e-09,1.8881520981818336e-09,9.105835276486269e-10,8.27077141789507e-10,5.094122349221772e-10,1.0245919203629401e-09,2.0482243914536974e-10,8.625976209372922e-10,5.5563315115563e-10,3.73087468807825e-10,7.733495699049905e-10,6.32327430701667e-11,1.9150389850319494e-09,1.7565009211776583e-09
2,4.572598067242683e-10,1.0759307987815556e-09,5.948302374944285e-10,4.1362232311063e-10,6.69166962252078e-10,3.551621601510903e-10,1.385780020247728e-09,8.999966365623661e-10,1.0859133942145078e-10,3.5954924574547524e-10,1.044635324958483e-09,7.518270685074195e-10,5.8876048333804055e-09,1.6983012779015e-09,1.0110896657543223e-09,6.249127108582428e-10,3.7235985548631377e-10,4.84439163344854e-10,3.0575474641781393e-10,1.3008893539820225e-09,1.343301316031121e-09,8.318002709433383e-10,4.358066853389017e-09,2.068424623285077e-09,2.221787395384935e-10,2.1260155096309099e-10,9.813257841034573e-10,1.0368529860531092e-09,1.2647292878000962e-10,8.920396110207081e-10,1.4986292174485972e-09,4.0122786530565913e-10,3.5382902890795375e-10,8.229208643988389e-10,9.62842669015013e-10,1.7655748471634245e-10,3.211068554361878e-10,6.059013193694024e-10,4.823643242983248e-10,1.0875830391714744e-08,2.633764030272984e-10,1.0011148094744216e-09,3.1910701613715816e-10,1.7749927423419824e-10,1.835639315700689e-10,8.166567227242348e-10,7.339596019552439e-10,1.2651752720237177e-10,6.270452159303086e-10,1.5061957708249747e-09,7.872403883342226e-10,4.42123753235273e-10,4.42123753235273e-10,4.917531186847663e-10,2.7657630141253554e-10,1.1651800110042522e-09,7.340368930773691e-10,1.0441710181968887e-09,1.0245750264410798e-09,1.583887238570482e-10,3.4690938463394435e-10,5.298925269479108e-10,1.23895088150029e-10,4.494331431520273e-10,8.956185875273594e-10,9.432398907553766e-10,4.1414420958093636e-10,1.1936698368338605e-09,3.907132532556649e-10,7.513145224722836e-10,2.2709743238670506e-10,1.2638769065204898e-09,5.521161449674852e-10,3.470529716770468e-10,2.9025086485796247e-10,4.057964674941276e-10,8.393611224673683e-10,4.335926677397498e-10,2.42813376508949e-10,1.13527778363811e-10,5.060992177507084e-10,5.221759942534149e-10,3.8087274143924753e-10,3.164387156226926e-10,1.4676908334551126e-09,1.1699852413098416e-09,3.975644701321548e-10,3.353013949855431e-10,1.0938548634398199e-09,4.11621475257569e-10,1.4317711670828987e-09,1.1501420911274845e-11,2.3354637705242873e-10,4.315612574202767e-10,5.159271633773929e-10,1.0558738792533116e-09,2.26301373395943e-09,6.202240049593594e-10,5.812406403382992e-10,4.829435747015904e-09,3.4534337731250327e-09,1.1965501617859403e-09,1.8815368978771886e-09,9.092353584649318e-10,8.26157350257767e-10,5.090458029865348e-10,1.0228488782556262e-09,2.047649103661061e-10,8.613133634980011e-10,5.551204614593165e-10,3.7283402290936964e-10,7.727155552317007e-10,6.322728611082595e-11,1.9101836798196068e-09,1.7509348237904644e-09
3,4.568170563675485e-10,1.0741952856720793e-09,5.941881359439709e-10,4.134255428400172e-10,6.685342611262378e-10,3.5500604001739983e-10,1.3828333577077325e-09,8.988528804578448e-10,1.0857759533603582e-10,3.594066003132122e-10,1.0419484355536254e-09,7.507211847505858e-10,5.849735855257015e-09,1.6920533744671716e-09,1.0095792287921172e-09,6.242143601196199e-10,3.7211474240405806e-10,4.84051001572856e-10,3.056411208850316e-10,1.2987052679798597e-09,1.3405359463457559e-09,8.308831282280845e-10,4.339395615133898e-09,2.063261464073662e-09,2.2209644107684104e-10,2.1254378366593878e-10,9.79525450478695e-10,1.035176781657768e-09,1.264462753232487e-10,8.909269340767665e-10,1.4961220319737799e-09,4.0097540667737e-10,3.535504948956383e-10,8.218786782584812e-10,9.615097340765172e-10,1.7651871663765429e-10,3.2098449362064234e-10,6.053509062458018e-10,4.8205374302319e-10,1.077032840701006e-08,2.632791968601625e-10,9.99519248786005e-10,3.1897237345491287e-10,1.774582960482983e-10,1.8350351866599037e-10,8.159143222221892e-10,7.330238964962259e-10,1.2648954533591545e-10,6.264481518951224e-10,1.5036114536177093e-09,7.861874742756808e-10,4.4182531495355777e-10,4.4182531495355777e-10,4.912673979789073e-10,2.76420104799734e-10,1.1631152361910896e-09,7.332396236675146e-10,1.0421595042935907e-09,1.0224888658752055e-09,1.5836134260516034e-10,3.4673117473791156e-10,5.295039646039452e-10,1.2387389886842464e-10,4.4899985521139296e-10,8.941878541217629e-10,9.418578673351908e-10,4.138265738131955e-10,1.191364944047192e-09,3.905486151896414e-10,7.505294301340811e-10,2.270302884719659e-10,1.2613803365233968e-09,5.515872018696175e-10,3.468479039636919e-10,2.9015884813458266e-10,4.055969956609465e-10,8.385864007520103e-10,4.333710366975512e-10,2.4274687002754354e-10,1.1351030198164987e-10,5.058128119307038e-10,5.218906140357413e-10,3.806201324718794e-10,3.1631591338055397e-10,1.4647764674164225e-09,1.1675392637149574e-09,3.973000840923334e-10,3.350660492686985e-10,1.0915643312234152e-09,4.1123722187855477e-10,1.427637472725794e-09,1.1501260381014463e-11,2.3346860864313814e-10,4.312827062179258e-10,5.155905685094369e-10,1.0545152944493014e-09,2.2543387922800813e-09,6.194791509653434e-10,5.805740220233797e-10,4.792828803831457e-09,3.4352575471345264e-09,1.1946051621573706e-09,1.8749265187608082e-09,9.078876896152077e-10,8.252378303585657e-10,5.086794343332708e-10,1.021106656000139e-09,2.047073865240011e-10,8.600295690177912e-10,5.546078961172087e-10,3.725806368348793e-10,7.720816828089594e-10,6.322182928562233e-11,1.9053274664388148e-09,1.7453712739617623e-09
4,4.563744317966766e-10,1.0724605509249798e-09,5.935462351707827e-10,4.13228791714916e-10,6.679017332161339e-10,3.5484993971651694e-10,1.3798883044572877e-09,8.977096251170399e-10,1.0856385170998198e-10,3.5926397163860536e-10,1.0392639866841086e-09,7.496157707869051e-10,5.8118610518551e-09,1.6858118804669175e-09,1.0080693111570683e-09,6.23516230728212e-10,3.7186967999247147e-10,4.836629250071429e-10,3.0552750866177764e-10,1.2965218653741635e-09,1.3377721717855247e-09,8.299662664131462e-10,4.320741710872256e-09,2.0581014705078313e-09,2.2201415223779836e-10,2.1248602155173888e-10,9.777260148045978e-10,1.0335013577357141e-09,1.2641962377235995e-10,8.898145395577597e-10,1.4936160799537575e-09,4.007229881989808e-10,3.532720274954249e-10,8.208368738460306e-10,9.601772926613823e-10,1.7647995114734403e-10,3.2086214357184647e-10,6.048006382052425e-10,4.817432176146458e-10,1.0664980090774584e-08,2.6318200137330343e-10,9.97924360252135e-10,3.188377478309066e-10,1.7741732052124476e-10,1.8344311188115284e-10,8.15172108230027e-10,7.320885676889647e-10,1.264615655324289e-10,6.258512422351853e-10,1.501028373412115e-09,7.851349284923352e-10,4.4152693531541955e-10,4.4152693531541955e-10,4.907818209249483e-10,2.7626393436215683e-10,1.161051410962128e-09,7.324426154479744e-10,1.0401493978575706e-09,1.02040397797109e-09,1.5833396275938916e-10,3.4655299419589055e-10,5.291154809250454e-10,1.2385271036188926e-10,4.4856668029022715e-10,8.927578064258185e-10,9.404764542201483e-10,4.1350901858288336e-10,1.1890608910747988e-09,3.903839949266928e-10,7.497445727253458e-10,2.2696314859691366e-10,1.258885127855387e-09,5.510584411270674e-10,3.4664288201913667e-10,2.900668402675858e-10,4.05397547890374e-10,8.378118695374704e-10,4.3314943862470913e-10,2.426803689242405e-10,1.1349282643177621e-10,5.05526439707874e-10,5.216052586925662e-10,3.803675688409531e-10,3.16193125627523e-10,1.4618638089878057e-09,1.1650943891561493e-09,3.970357524579292e-10,3.3483076064864024e-10,1.0892749754133984e-09,4.1085307069010697e-10,1.4235064071724656e-09,1.150109985188581e-11,2.33390848293047e-10,4.3100420099813755e-10,5.152540315034287e-10,1.0531571711770446e-09,2.245675527699897e-09,6.187345576207889e-10,5.799076444705934e-10,4.756267348787459e-09,3.4171031457951174e-09,1.1926608971223904e-09,1.8683211205446906e-09,9.065405271234369e-10,8.243185844422896e-10,5.083131293439831e-10,1.0193652641504397e-09,2.0464986762878157e-10,8.587462432514191e-10,5.540954560287695e-10,3.7232731084599386e-10,7.714479535242282e-10,6.32163725946347e-11,1.900470390834052e-09,1.7398103748103626e-09
5,4.55931933892907e-10,1.0707266039991114e-09,5.929045367577359e-10,4.130320698318374e-10,6.672693797174707e-10,3.546938593120887e-10,1.3769448878722372e-09,8.965668746640589e-10,1.0855010854330573e-10,3.591213597691238e-10,1.0365820185097794e-09,7.48510831679079e-10,5.773982891942389e-09,1.6795769742589448e-09,1.0065599195830478e-09,6.228183245182196e-10,3.7162466848113993e-10,4.832749341667186e-10,3.05413909782335e-10,1.2943391579486325e-09,1.335010016983496e-09,8.290496878300008e-10,4.302105822129653e-09,2.05294470804275e-09,2.2193187304612658e-10,2.124282646298526e-10,9.7592748970575e-10,1.0318267235533303e-09,1.2639297413012323e-10,8.887024308295049e-10,1.4911113763222936e-09,4.0047061007413424e-10,3.5299362707742343e-10,8.197954546977667e-10,9.588453500616841e-10,1.7644118824941215e-10,3.2073980532552786e-10,6.042505162080265e-10,4.814327483419867e-10,1.055980427330469e-08,2.6308481659470814e-10,9.9633015224857e-10,3.1870313931569175e-10,1.7737634765800515e-10,1.8338271122961488e-10,8.144300820276741e-10,7.311536188349724e-10,1.264335877947015e-10,6.252544880750366e-10,1.498446546163763e-09,7.840827548629788e-10,4.412286146085729e-10,4.412286146085729e-10,4.902963885346323e-10,2.7610779020575654e-10,1.158988548661607e-09,7.316458704317372e-10,1.0381407158881848e-09,1.018320381253801e-09,1.5830658432147704e-10,3.463748431102488e-10,5.287270763468956e-10,1.2383152263198622e-10,4.4813361922433866e-10,8.913284522531592e-10,9.390956577656422e-10,4.1319154430074463e-10,1.1867576944177671e-09,3.902193925267934e-10,7.489599520532928e-10,2.2689601277330914e-10,1.256391300904351e-09,5.505298638388556e-10,3.464379060081132e-10,2.899748412762876e-10,4.051981242800653e-10,8.370375301875427e-10,4.329278736441126e-10,2.426138732096259e-10,1.1347535171546308e-10,5.05240101261299e-10,5.213199283821705e-10,3.801150507768918e-10,3.160703524031952e-10,1.4589528826697329e-09,1.1626506387269226e-09,3.9677147548048494e-10,3.345955293840827e-10,1.0869868164123093e-09,4.104690223967324e-10,1.4193780388844622e-09,1.1500939323246315e-11,2.333130960207448e-10,4.3072574199804734e-10,5.149175526543844e-10,1.051799514079257e-09,2.2370242286822986e-09,6.179902272027866e-10,5.7924150958163e-10,4.7197553964179415e-09,3.3989715847797117e-09,1.1907173769743002e-09,1.8617208647408208e-09,9.051938770415966e-10,8.233996148678481e-10,5.079468884011335e-10,1.0176247133153595e-09,2.0459235368999482e-10,8.57463391979753e-10,5.535831420951292e-10,3.7207404520445585e-10,7.708143682657743e-10,6.321091603795445e-11,1.895612499405309e-09,1.7342522305417753e-09
6,4.5548956353976004e-10,1.0689934544007033e-09,5.922630422924127e-10,4.128353772869837e-10,6.666372018301643e-10,3.5453779886743694e-10,1.3740031355113062e-09,8.954246332386074e-10,1.0853636583667863e-10,3.5897876475321947e-10,1.0339025715032924e-09,7.47406372513093e-10,5.736103904276758e-09,1.6733488362485194e-09,1.0050510608358022e-09,6.221206433304676e-10,3.7137970810018344e-10,4.828870295715598e-10,3.053003242809181e-10,1.2921571575514087e-09,1.3322495067307214e-09,8.281333948180923e-10,4.283488639805736e-09,2.047791242649325e-09,2.2184960352622617e-10,2.123705129096527e-10,9.74129887878872e-10,1.0301528884233297e-09,1.2636632639908317e-10,8.875906112709126e-10,1.4886079360902525e-09,4.0021827250686337e-10,3.5271529401240526e-10,8.187544243638019e-10,9.575139115930334e-10,1.7640242794786207e-10,3.2061747891789465e-10,6.037005412178296e-10,4.811223354750368e-10,1.0454820400500541e-08,2.6298764255313393e-10,9.947366331933896e-10,3.1856854796066273e-10,1.7733537746314966e-10,1.8332231672544832e-10,8.136882448991255e-10,7.302190532487139e-10,1.2640561212574942e-10,6.246578905425444e-10,1.4958659879139008e-09,7.830309572826146e-10,4.4093035312133074e-10,4.4093035312133074e-10,4.898111018226518e-10,2.7595167243641904e-10,1.1569266627074346e-09,7.308493906385087e-10,1.0361334754834307e-09,1.016238094364679e-09,1.5827920729363393e-10,3.461967215835145e-10,5.283387513061721e-10,1.2381033567975439e-10,4.477006728520381e-10,8.898997994561352e-10,9.377154843553823e-10,4.128741513786939e-10,1.1844553706799891e-09,3.900548080490647e-10,7.481755699315214e-10,2.2682888101254743e-10,1.2538988761829395e-09,5.500014711070332e-10,3.4623297609579275e-10,2.898828511807303e-10,4.049987249271986e-10,8.362633840708849e-10,4.327063418784027e-10,2.425473828947528e-10,1.1345787783360138e-10,5.049537967699083e-10,5.210346232630916e-10,3.798625785105966e-10,3.159475937476364e-10,1.4560437131134492e-09,1.1602080336613555e-09,3.96507253412521e-10,3.3436035573428777e-10,1.0846998747573267e-09,4.100850777051958e-10,1.4152524369540749e-09,1.1500778795096495e-11,2.3323535184483743e-10,4.3044732945527276e-10,5.145811322579116e-10,1.0504423278168832e-09,2.228385187054121e-09,6.172461619968611e-10,5.785756192645214e-10,4.683297062463879e-09,3.3808638968721243e-09,1.1887746120588156e-09,1.8551259146809243e-09,9.038477454497803e-10,8.224809240017603e-10,5.075807118880444e-10,1.015885014160272e-09,2.0453484471795205e-10,8.561810210112242e-10,5.530709552206248e-10,3.718208401727624e-10,7.701809279248555e-10,6.320545961566403e-11,1.890753839012217e-09,1.7286969464587164e-09
7,4.5504732162363524e-10,1.0672611116835893e-09,5.916217533685336e-10,4.1263871417624376e-10,6.660052007565473e-10,3.5438175844638907e-10,1.3710630751172913e-09,8.942829049960444e-10,1.0852262359033347e-10,3.588361866380104e-10,1.031225686452803e-09,7.463023983983098e-10,5.698226678948472e-09,1.6671276489112069e-09,1.0035427417129209e-09,6.214231890117169e-10,3.7113479908062573e-10,4.824992117426259e-10,3.051867521912477e-10,1.2899758760954105e-09,1.32949066597641e-09,8.272173897248653e-10,4.264890864299631e-09,2.0426411408171246e-09,2.2176734370244728e-10,2.1231276640051878e-10,9.723332220932225e-10,1.0284798617051484e-09,1.263396805819437e-10,8.864790842749645e-10,1.4861057743459924e-09,3.9996597570144355e-10,3.5243702867180517e-10,8.177137864083059e-10,9.561829825929138e-10,1.7636367024669918e-10,3.204951643856211e-10,6.03150714200853e-10,4.808119792839761e-10,1.0350048553272432e-08,2.6289047927626533e-10,9.93143811545596e-10,3.184339738170894e-10,1.772944099408607e-10,1.8326192838274058e-10,8.129465981324478e-10,7.292848742579504e-10,1.2637763852881388e-10,6.240614507690782e-10,1.4932867147887549e-09,7.819795396625161e-10,4.406321511424355e-10,4.406321511424355e-10,4.893259618071631e-10,2.757955811604673e-10,1.1548657665915948e-09,7.30053178094908e-10,1.0341276938405095e-09,1.0141571360619885e-09,1.582518316776022e-10,3.4601862971837556e-10,5.279505062407295e-10,1.2378914950659447e-10,4.4726784201415397e-10,8.884718559252776e-10,9.36335940402182e-10,4.125568402297446e-10,1.1821539365687687e-09,3.898902415541309e-10,7.47391428179125e-10,2.267617533256335e-10,1.2514078743293303e-09,5.49473264036979e-10,3.46028092447498e-10,2.8979087000073845e-10,4.0479934992952865e-10,8.354894325586862e-10,4.32484843449985e-10,2.424808979902281e-10,1.134404047867008e-10,5.046675264125295e-10,5.207493434941395e-10,3.796101522734357e-10,3.1582484970053725e-10,1.4531363251218818e-09,1.1577665953350204e-09,3.9624308650683854e-10,3.3412523995906976e-10,1.082414171121135e-09,4.097012373245241e-10,1.4111296711112285e-09,1.1500618268078921e-11,2.3315761578395156e-10,4.3016896360791693e-10,5.142447706102152e-10,1.0490856170700008e-09,2.2197586980442644e-09,6.165023642970097e-10,5.779099754339277e-10,4.6468965663387985e-09,3.3627811322485856e-09,1.1868326127752672e-09,1.8485364355369602e-09,9.025021384563477e-10,8.215625142191255e-10,5.072146001889137e-10,1.014146177407381e-09,2.0447734072184037e-10,8.54899136181936e-10,5.525588963120424e-10,3.715676960141696e-10,7.695476333957137e-10,6.320000332784767e-11,1.8858944569781942e-09,1.7231446289722135e-09
8,4.5460520903320847e-10,1.0655295854494439e-09,5.909806715845643e-10,4.1244208059632395e-10,6.653733777031874e-10,3.542257381134799e-10,1.3681247346174365e-09,8.931416941082825e-10,1.0850888180516633e-10,3.586936254713737e-10,1.0285514044644031e-09,7.451989144670569e-10,5.660353868754628e-09,1.660913596815685e-09,1.0020349690448294e-09,6.207259634152571e-10,3.7088994165336824e-10,4.821114812026402e-10,3.050731935474025e-10,1.2877953255578947e-09,1.326733519828918e-09,8.263016749057951e-10,4.24631320563634e-09,2.0374944695592443e-09,2.2168509359940083e-10,2.1225502511183654e-10,9.705375051908612e-10,1.026807652804523e-09,1.2631303668117266e-10,8.853678532480042e-10,1.4836049062557652e-09,3.9971371986320995e-10,3.5215883142830317e-10,8.166735444087176e-10,9.548525684223657e-10,1.763249151501393e-10,3.203728617647772e-10,6.026010361258376e-10,4.805016800402864e-10,1.024550946760571e-08,2.6279332679236944e-10,9.915516958069122e-10,3.1829941693611224e-10,1.7725344509591656e-10,1.8320154621559237e-10,8.122051430186556e-10,7.283510852031217e-10,1.2634966700669223e-10,6.234651698888537e-10,1.4907087430011172e-09,7.809285059302939e-10,4.4033400896190063e-10,4.4033400896190063e-10,4.888409695091551e-10,2.756395164847846e-10,1.1528058738812184e-09,7.292572348336249e-10,1.0321233882567592e-09,1.0120775252219656e-09,1.5822445747465325e-10,3.4584056761768165e-10,5.275623415886755e-10,1.237679641133529e-10,4.4683512755403577e-10,8.870446295900673e-10,9.349570323481669e-10,4.122396112677338e-10,1.1798534088962072e-09,3.897256931017298e-10,7.466075286206984e-10,2.2669462972398342e-10,1.2489183161094367e-09,5.489452437374116e-10,3.458232552286816e-10,2.8969889775592104e-10,4.045999993853708e-10,8.347156770270013e-10,4.322633784818944e-10,2.4241441850620713e-10,1.1342293257565408e-10,5.043812903687633e-10,5.204640892344481e-10,3.793577722972593e-10,3.157021203010021e-10,1.450230743648845e-09,1.1553263452665955e-09,3.959789750169851e-10,3.338901823188529e-10,1.0801297263127956e-09,4.093175019655685e-10,1.407009811727989e-09,1.1500457741550507e-11,2.3307988785673363e-10,4.2989064469455883e-10,5.139084680081085e-10,1.0477293865380819e-09,2.2111450603230935e-09,6.157588364057311e-10,5.772445800114222e-10,4.610558233658394e-09,3.3447243587651033e-09,1.1848913895768527e-09,1.8419525943413247e-09,9.011570621980389e-10,8.20644387902703e-10,5.068485536888055e-10,1.012408213834642e-09,2.0441984171160982e-10,8.536177433544931e-10,5.520469662786278e-10,3.7131461299203314e-10,7.689144855734237e-10,6.319454717459137e-11,1.881034401094537e-09,1.7175953856133581e-09
