,04001,04002,04003,04004,04005,04006,03001,03002,03003,03004,03005,03006,03007,03008,03009,03010,03011,03012,03014,03015,03016,03017,03018,02001,02002,02003,02004,02005,02006,02007,02008,02009,02010,02011,02012,02013,02015,01001,01002,01004,01005,01006,01007,01008,01009,01010,01011,01012,01013,01014,01015,01016,01017,01018,01019,01020,01021,01022,01023,01024,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013
0,2321.1014198303224,3208.6014198303224,2414.1639198303224,2367.0857948303224,1533.3201698303226,2084.4295448303224,887.3968391418457,2452.0062141418452,1788.9905891418455,1731.9280891418455,1517.7718391418455,3096.4905891418457,1769.7405891418455,3341.5218391418457,1354.5062141418455,3014.3655891418457,1888.3968391418455,1424.7405891418455,2195.5374641418452,2123.5374641418452,1196.7405891418455,1125.4280891418455,2723.9593391418452,3072.3417015075684,2278.8417015075684,2874.5760765075684,1542.9042015075684,2325.7167015075684,2666.8729515075684,1324.8885765075686,1194.7948265075686,1036.0604515075684,1070.7948265075684,2162.5917015075684,2078.9979515075684,2035.6542015075684,2845.6854515075684,2501.969548034668,2780.328923034668,3553.563298034668,1199.516423034668,2833.188298034668,3128.391423034668,2958.688298034668,2000.672673034668,1165.078923034668,1158.328923034668,3437.391423034668,2712.641423034668,2712.641423034668,2195.297673034668,3965.250798034668,1531.860173034668,2218.235173034668,2786.469548034668,2913.625798034668,2929.610173034668,2830.500798034668,2025.172673034668,1170.000798034668,927.907430267334,2004.094930267334,1691.798055267334,1597.094930267334,3299.813680267334,2200.548055267334,2195.688680267334,1986.141805267334,3222.126180267334,2270.563680267334,1350.063680267334,1134.829305267334,2779.469930267334
1,2354.0545448303224,2811.8201698303224,2399.8826698303224,2343.6170448303224,1704.0701698303226,2134.4139198303224,898.6155891418457,2441.1468391418452,1731.8343391418455,1727.9437141418455,1536.2562141418455,3117.9593391418457,1750.8499641418455,3402.0843391418457,2118.4593391418452,2949.5374641418457,1897.5999641418455,1350.5687141418455,2264.1312141418452,2070.5843391418452,1206.5687141418455,1124.1780891418455,2668.3655891418452,3069.4667015075684,2278.0448265075684,2897.3573265075684,1533.4979515075684,2279.8260765075684,2625.6229515075684,1319.5917015075686,1164.0292015075686,1067.0135765075684,1052.2948265075684,2152.2010765075684,2093.3573265075684,2139.4198265075684,2202.3260765075684,2721.844548034668,2687.047673034668,3517.313298034668,1192.141423034668,2862.1014924791125,3082.266423034668,2959.391423034668,1947.157048034668,1121.297673034668,1145.266423034668,3493.078923034668,2715.188298034668,2715.188298034668,2242.266423034668,3968.250798034668,1558.328923034668,2237.672673034668,2854.094548034668,2600.962603590224,2901.860173034668,2804.657048034668,2032.828923034668,1175.750798034668,886.016805267334,1962.954305267334,1712.063680267334,1552.079305267334,3299.469930267334,1787.188680267334,2289.751180267334,1973.751180267334,3179.001180267334,2238.907430267334,1340.829305267334,1080.657430267334,2784.407430267334
2,2303.4451698303224,2797.4451698303224,2373.9139198303224,2340.1326698303224,1624.1951698303226,2116.1795448303224,880.1468391418457,2492.6937141418452,1732.4593391418455,1770.0530891418455,1500.4905891418455,3154.6468391418457,1756.1468391418455,3406.3030891418457,2113.5843391418452,3080.3030891418457,1888.7405891418455,1378.0999641418455,2193.8499641418452,2142.6624641418452,1210.7718391418455,1101.8187141418455,2693.0687141418452,3123.3260765075684,2298.0917015075684,2899.9979515075684,1524.7635765075684,2287.8729515075684,2647.4667015075684,1347.9354515075686,1164.2635765075686,1049.2167015075684,1042.2010765075684,2172.8417015075684,2097.1698265075684,2113.6698265075684,2797.7167015075684,2462.6014924791125,2692.516423034668,3578.782048034668,1177.641423034668,2860.073714701334,3079.078923034668,2940.860173034668,2005.078923034668,1124.610173034668,1179.813298034668,3206.573714701334,2735.672673034668,2735.672673034668,2206.672673034668,4001.953923034668,1553.750798034668,2226.469548034668,2766.250798034668,2923.235173034668,2868.844548034668,2825.719548034668,1993.453923034668,1146.250798034668,911.610555267334,2043.829305267334,1703.157430267334,1577.923055267334,3314.673055267334,1598.563680267334,2347.813680267334,1998.485555267334,3137.626180267334,2274.907430267334,1357.391805267334,1114.876180267334,2826.923055267334
3,2275.8982948303224,2855.9451698303224,2418.8670448303224,2400.6639198303224,1622.2576698303226,2091.3201698303224,896.1312141418457,2448.6155891418452,1726.1780891418455,1722.9124641418455,1487.0218391418455,3119.1624641418457,1716.2562141418455,3352.0218391418457,2143.1937141418452,2984.8499641418457,1890.6937141418455,1379.2562141418455,2248.9749641418452,2093.5218391418452,1171.2249641418455,1098.7718391418455,2705.4124641418452,3074.9510765075684,2329.5292015075684,2909.2323265075684,1558.7323265075684,2273.4510765075684,2581.0448265075684,1324.1073265075686,1169.0760765075686,1034.5135765075684,1041.0917015075684,2127.0135765075684,2125.2167015075684,2104.3573265075684,2813.4979515075684,2745.563298034668,2742.578923034668,3570.282048034668,1203.578923034668,2889.157048034668,3122.047673034668,2979.094548034668,1708.907048034668,1117.828923034668,1110.453923034668,3139.469548034668,2770.657048034668,2729.641423034668,2187.235173034668,3975.188298034668,1529.797673034668,2225.688298034668,2856.032048034668,2871.719548034668,2908.672673034668,2753.438298034668,1999.938298034668,1152.516423034668,895.266805267334,2033.610555267334,1693.954305267334,1628.766805267334,3336.516805267334,2209.829305267334,2434.751180267334,1918.954305267334,3154.719930267334,2270.907430267334,1347.548055267334,1142.532430267334,2821.141805267334
4,2318.1170448303224,3004.8826698303224,2371.0076698303224,2383.6639198303224,1538.3201698303226,2124.1014198303224,920.8812141418456,2472.5062141418452,1772.0374641418455,1736.5374641418455,1486.1624641418455,3117.3655891418457,1724.8968391418455,3367.4437141418457,1287.7562141418455,3012.6312141418457,1888.6780891418455,1397.4749641418455,2225.7249641418452,2087.2874641418452,1162.3812141418455,954.1312141418456,2733.1624641418452,3097.8573265075684,2294.1385765075684,2351.5135765075684,1514.2010765075684,2264.2635765075684,2611.0448265075684,1345.0604515075686,1170.5292015075686,1085.9823265075684,1042.9667015075684,2133.5292015075684,2103.9198265075684,2092.0604515075684,2768.1229515075684,2681.938298034668,2704.766423034668,3581.844548034668,1187.313298034668,2791.094548034668,3158.953923034668,2909.657048034668,1980.907048034668,1150.203923034668,1110.875798034668,2887.907048034668,2685.141423034668,2743.360173034668,2190.657048034668,3961.828923034668,1552.469548034668,2215.641423034668,2789.985173034668,2872.547673034668,2998.032048034668,2834.938298034668,2011.219548034668,1194.422673034668,910.110555267334,1988.891805267334,1693.391805267334,1605.235555267334,3246.094930267334,2216.063680267334,2630.813680267334,2006.391805267334,3114.251180267334,2289.204305267334,1356.626180267334,1104.360555267334,2783.516805267334
5,2287.4139198303224,3262.9451698303224,2414.8201698303224,2393.6951698303224,1654.0232948303226,2051.7264198303224,891.4905891418457,2445.0530891418452,1760.4437141418455,1717.9749641418455,1506.7874641418455,2469.7562141418452,1764.7562141418455,3351.2249641418457,2084.3343391418452,2989.7093391418457,1901.8030891418455,1399.0687141418455,2205.6312141418452,2097.7562141418452,1183.5530891418455,1103.9437141418455,2748.8343391418457,3091.4042015075684,2230.2948265075684,2884.0135765075684,1533.2479515075684,2335.3260765075684,2568.3260765075684,1334.5448265075686,1193.9042015075686,1082.5760765075684,1044.5604515075684,2143.3573265075684,2122.6698265075684,2111.8104515075684,2747.6385765075684,2675.891423034668,2671.469548034668,3581.797673034668,1183.641423034668,2818.172673034668,3133.797673034668,2931.500798034668,1983.844548034668,1149.782048034668,991.9695480346679,3486.469548034668,2710.828923034668,2710.828923034668,1828.078923034668,3976.875798034668,1512.250798034668,2224.407048034668,2775.203923034668,2880.000798034668,2939.157048034668,2839.563298034668,1987.735173034668,1164.672673034668,872.813680267334,1991.751180267334,1711.282430267334,1576.219930267334,3288.594930267334,2214.141805267334,2551.657430267334,1975.313680267334,3156.251180267334,2230.985555267334,1338.094930267334,1095.735555267334,2820.766805267334
6,2334.7420448303224,2721.0701698303224,2383.3514198303224,2341.0545448303224,1627.5857948303226,2125.1014198303224,898.8187141418457,2415.2249641418452,1754.2562141418455,1735.9437141418455,1513.3968391418455,3153.2249641418457,1739.0843391418455,3380.3968391418457,2110.5530891418452,2988.9437141418457,1900.0530891418455,1415.3968391418455,2285.8655891418452,2063.9905891418452,1170.0062141418455,1133.6780891418455,2706.9124641418452,3066.5448265075684,2289.2635765075684,2900.6542015075684,1545.3260765075684,2213.0292015075684,2452.0760765075684,1348.2635765075686,1170.5448265075686,1046.9510765075684,1044.3729515075684,2160.9667015075684,2097.0292015075684,2091.7635765075684,2774.6854515075684,2680.016423034668,2724.094548034668,3619.485173034668,1202.000798034668,2800.719548034668,3081.407048034668,2973.313298034668,2016.250798034668,1167.203923034668,1156.532048034668,3169.032048034668,2732.313298034668,2732.313298034668,2219.594548034668,3982.141423034668,1541.282048034668,2172.735173034668,2800.485173034668,2890.688298034668,2980.469548034668,2827.860173034668,2007.032048034668,1180.313298034668,909.063680267334,2044.094930267334,1672.719930267334,1593.782430267334,3279.704305267334,2124.876180267334,2651.048055267334,1979.923055267334,3137.719930267334,2263.407430267334,1357.094930267334,1125.141805267334,2776.923055267334
7,2277.2107948303224,2774.1951698303224,2406.6326698303224,2405.3201698303224,1579.3201698303226,2090.6482948303224,907.6780891418456,2457.1624641418452,1748.8499641418455,1708.5999641418455,1465.1937141418455,2653.4437141418452,1756.4280891418455,3358.2249641418457,2086.5374641418452,3015.5843391418457,1857.8187141418455,1401.8030891418455,2236.1155891418452,2126.1624641418452,1151.4593391418455,1121.3812141418455,2734.8187141418452,3121.9667015075684,2264.0448265075684,2914.3729515075684,1498.4667015075684,2306.3260765075684,2616.4823265075684,1352.0760765075686,1169.0760765075686,1069.7167015075684,1022.1385765075684,2134.8573265075684,2103.2479515075684,2139.0448265075684,2749.1073265075684,2435.532048034668,2696.157048034668,3612.297673034668,1055.797673034668,2822.735173034668,3144.500798034668,2950.391423034668,1971.094548034668,1134.688298034668,1176.641423034668,3201.657048034668,2708.282048034668,2708.282048034668,2201.594548034668,3994.594548034668,1560.641423034668,2215.266423034668,2798.703923034668,2908.282048034668,2926.157048034668,2807.453923034668,2020.032048034668,1155.141423034668,887.063680267334,1975.704305267334,1678.938680267334,1600.438680267334,3275.251180267334,2221.251180267334,2617.782430267334,1981.454305267334,3205.969930267334,2270.907430267334,1349.704305267334,1101.376180267334,2722.282430267334
8,2242.4139198303224,2614.8201698303224,2421.7264198303224,2393.7107948303224,1592.2576698303226,2132.8201698303224,878.7405891418457,2476.4437141418452,1701.7249641418455,1734.6155891418455,1487.3499641418455,3152.0530891418457,1753.2562141418455,3364.0999641418457,2081.2093391418452,3003.8030891418457,1859.6155891418455,1414.4905891418455,2246.5374641418452,2097.6624641418452,1193.1312141418455,1136.8499641418455,2723.3968391418452,3093.0917015075684,2279.0760765075684,2932.6698265075684,1531.9979515075684,2271.4042015075684,2629.2948265075684,1365.8260765075686,1169.2479515075686,1054.4354515075684,995.1854515075684,2163.2323265075684,2128.0760765075684,2112.0135765075684,2814.2323265075684,2453.782048034668,2724.953923034668,3560.250798034668,1150.063298034668,2816.735173034668,3118.407048034668,2972.469548034668,1979.344548034668,1130.282048034668,1135.125798034668,3189.157048034668,2689.828923034668,2710.953923034668,2198.344548034668,3921.453923034668,1527.110173034668,2202.953923034668,2814.688298034668,2920.235173034668,2904.110173034668,2774.360173034668,2041.469548034668,1173.610173034668,916.219930267334,2013.501180267334,1673.938680267334,1577.751180267334,3287.313680267334,2212.360555267334,2398.938680267334,1946.641805267334,3133.485555267334,2255.641805267334,1362.282430267334,1121.141805267334,2808.110555267334
