,10027,10062,10100,10129,10142,07066,07086,07106,07114,07148,06004,06032,06036,06053,06057,06062,06065,06090,06104,06108,06124,06132,06137,01016,01023,01037,01047,01057,01079,04014,04086,04091,04107,08020,08025,08058,08065,02028,02039,02043,02056,02088,02094,05013,05042,05045,05054,05055,05056,05073,05081,05082,05104,05132,05133,05134,05151,09153
0,-0.012633510790143996,-0.00816436188613593,0.00283427088433548,-0.01591111352060254,-0.014068930928160361,-0.02018328045244709,-0.021461627579357233,-0.00046290133201778733,-0.002300356312244847,-0.0035719908851993267,-0.0032888050038198816,-0.0054695766255037385,-0.0055509119651068846,-0.009879759507219352,-0.0016854387458051286,0.02490227065717893,-0.006105252757795518,-0.00338360735477236,0.025301379830139966,-0.006901464751874948,-0.019149020911668174,-0.009778562261469143,-0.028873271753165414,-0.005465096088852099,-0.009471977396648977,-0.016479097238600235,-0.012121639863957819,-0.004864812605964588,0.006231162543774688,-0.0011384522535556095,0.014762338050472737,0.007862590009393836,-0.0064977326904366835,-0.007053664335372334,-0.010957295580669726,-0.010464124398798427,-0.03341015326606549,-0.001474591084868409,0.0009650610761127525,-0.0018762384022296165,-0.003426108330469518,0.000663007118433874,0.0014546985073705053,0.005065697188385364,-0.041345759320083796,-0.0007060061222893084,-0.0035783189097913165,-0.005840220202357392,-0.0022687695717237416,-0.0014984382299280067,-0.0010339081281612646,-0.032489742668389686,-0.007316161301005008,-0.0047351092826381875,-0.023282006437468857,0.029059092399339802,0.004393215729510534,-0.011369307355779783
1,-0.012355342533455101,-0.007963800225906627,0.0026934957539228627,-0.015575592689257942,-0.013751856440158788,-0.01985558128791631,-0.02012063872248096,-0.0006738559249706427,-0.0023350121402915622,-0.0034864965607766226,-0.0032778648593573536,-0.005396160060356662,-0.0056489108620968445,-0.009792296943459702,-0.0017065546632042683,0.02405830790150502,-0.006040272138710443,-0.0033770470903867825,0.02405799021523334,-0.006772897559201379,-0.01864624684617701,-0.009566834350228148,-0.02820246822784068,-0.005387728644746904,-0.009268782956601211,-0.016155056130206794,-0.011880379745379515,-0.004729082910133567,0.0060728163172130535,-0.0011886681664145448,0.01412056744527724,0.0076099940498869055,-0.006427327977040108,-0.0068572239123550665,-0.011494085108629662,-0.010273518834073233,-0.032783273273239044,-0.0015836061161117613,0.0009045848536523944,-0.0018564134607762578,-0.00336542939051145,0.0007123931004910339,0.001390629496441018,0.0049205160606698925,-0.04189046265424116,-0.0007950215575904069,-0.0033264342650516877,-0.005673379664715994,-0.002251417311828436,-0.0014452514115844209,-0.0011175591651571958,-0.0317709362899493,-0.006894300495455664,-0.004690271826989725,-0.02287898781299206,0.028387937504052663,0.0039641917256878646,-0.01115725548750324
2,-0.01207705752921515,-0.0077631785331478105,0.0025527494233349973,-0.01523990063744149,-0.013434629731097623,-0.01952771706045817,-0.01877687966776546,-0.0008847453184773445,-0.0023696662010959596,-0.0034009914488748747,-0.00326692453836334,-0.005322735503141708,-0.005746895513764456,-0.009704822913657641,-0.0017276699255088243,0.023215327115191628,-0.0059752852488734595,-0.0033704867625090843,0.022816730833215178,-0.006644305772238503,-0.018143085287332033,-0.009355039270513416,-0.02753095824460441,-0.005310352325381168,-0.009065526699389308,-0.015830855091792308,-0.011639031912242987,-0.004593325940209478,0.005914506228727857,-0.0012388803793063853,0.013479378578986068,0.007357489695375207,-0.006356915895273283,-0.006660726055284952,-0.01203044133799698,-0.010082858741112907,-0.03215576931372046,-0.0016926036943539138,0.0008441139701339216,-0.0018365879416348836,-0.0033047450183421633,0.0007617826451469935,0.0013265664705085878,0.0047753653976662334,-0.04243468505673804,-0.0008840253783284841,-0.0030744559967691336,-0.005506497819492441,-0.0022340646089367344,-0.0013920604392857602,-0.0012011999371057316,-0.031051311464348853,-0.00647217469875313,-0.004645431395685279,-0.022475717627023942,0.02771739735917861,0.003535434268801221,-0.010945135980916343
3,-0.011798655759421756,-0.007562496801510201,0.002412031890680502,-0.014904037332127529,-0.013117250773796881,-0.019199687737435748,-0.017430348175753965,-0.0010955695192149595,-0.002404318494687807,-0.0033154755490314948,-0.0032559840408370637,-0.005249302953557807,-0.0058448659208275725,-0.009617337417272363,-0.0017487845327254226,0.02237332799896531,-0.0059102920880737654,-0.003363926371138538,0.021577600725783023,-0.006515689389340557,-0.017639536119253067,-0.00914317701468639,-0.026858741489925918,-0.0052329671304030415,-0.008862208618289371,-0.015506494093366796,-0.011397596352878344,-0.004457541694310964,0.005756232275753827,-0.0012890888923212905,0.012838771299314825,0.007105076935669414,-0.006286496444866775,-0.006464170758287342,-0.012566364396855493,-0.009892144114289163,-0.03152764111516891,-0.0018015838205278313,0.0007836484254035371,-0.0018167618447996947,-0.0032440552137969186,0.00081117575248587,0.0012625094293921362,0.0046302451973638,-0.04297842673008467,-0.0009730175850055714,-0.0028223840931584357,-0.005339574663146046,-0.00221671146304503,-0.0013388653129241057,-0.0012848304444255136,-0.030330867786686328,-0.006049783852718384,-0.004600587988657063,-0.02207219581629866,0.027047471823800184,0.0031069433062273933,-0.010732948828174303
4,-0.011520137206118167,-0.007361755024655665,0.002271343154065758,-0.014568002740392515,-0.012799719541155736,-0.018871493286309875,-0.016081042034351765,-0.001306328533874035,-0.002438969021097211,-0.0032299488607846023,-0.0032450433667766503,-0.00517586241130424,-0.005942822084003632,-0.009529840453763636,-0.001769898484860301,0.021532310250816748,-0.005845292656100999,-0.0033573659162745564,0.02034059892173184,-0.006387048408864108,-0.01713559922659261,-0.00893124757512355,-0.026185817652146358,-0.005155573059460719,-0.008658828706589822,-0.015181973105029462,-0.011156073055642302,-0.004321730170558724,0.005597994455722024,-0.001339293705549787,0.012198745452970845,0.006852755760553642,-0.00621606962555147,-0.006267558015498171,-0.013101854413930882,-0.009701374947983399,-0.0308988884067443,-0.0019105464955672582,0.0007231882193082743,-0.001796935170264506,-0.0031833599767099735,0.000860572422592131,0.0011984583729103232,0.004485155457750929,-0.04352168787773943,-0.0010619981781242764,-0.002570218542462568,-0.0051726101921419,-0.002199357874148793,-0.0012856660323904909,-0.001368450687534958,-0.029609604854624504,-0.005627127899405866,-0.0045557416058364065,-0.02166842231777957,0.026378160755950064,0.0026787187851196243,-0.010520694021446831
5,-0.011241501851391379,-0.007160953196255037,0.0021306832115981335,-0.014231796829410923,-0.012482036006149652,-0.018543133674634373,-0.01472895905865618,-0.001517022369154684,-0.0024736177803499583,-0.003144411383668372,-0.003234102516177324,-0.005102413876076889,-0.006040764004007846,-0.009442332022588082,-0.0017910117819160886,0.02069227356599181,-0.005780286952740621,-0.003350805397912768,0.019105724436885203,-0.0062583828291634174,-0.016631274494530703,-0.008719250944212435,-0.02551218642146915,-0.005078170112198512,-0.008455386957588858,-0.01485729209696534,-0.01091446200891356,-0.004185891367072287,0.005439792766063059,-0.0013894948190781263,0.011559300885652483,0.00660052615979081,-0.006145635437054834,-0.006070887821060726,-0.013636911518589579,-0.00951055123658346,-0.030269510919099716,-0.0020194917204027756,0.0006627333516981515,-0.0017771079180197045,-0.0031226593069127867,0.0009099726555538089,0.0011344133008854814,0.004340096176815232,-0.044064468704108094,-0.0011509671581835038,-0.0023179593329494437,-0.005005604402947123,-0.0021820038422398855,-0.001232462597573111,-0.0014520606668497462,-0.028887522268380535,-0.0052042067810991076,-0.00451089224715158,-0.021264397068656942,0.02570946401261279,0.0022507606524111256,-0.01030837155291629
6,-0.010962749677353358,-0.006960091309970083,0.0019900520614034778,-0.013895419566438808,-0.012164200141813509,-0.01821460887003983,-0.013374097090771652,-0.001727651031750337,-0.002508264772451462,-0.0030588631171969633,-0.0032231614890128523,-0.005028957347550391,-0.006138691681534628,-0.009354812123181289,-0.0018121244238746706,0.019853217637000358,-0.005715274977757991,-0.0033442448160280504,0.01787297627404572,-0.006129692648574536,-0.016126561808757413,-0.008507187114335402,-0.02483784748993634,-0.005000758288240603,-0.008251883364576093,-0.014532451039427813,-0.010672763201076841,-0.00405002528195253,0.0052816272042244105,-0.0014396922329723899,0.010920437442062541,0.006348388123138487,-0.006075193879083048,-0.0058741601691083166,-0.014171535840823538,-0.009319672974466352,-0.02963950838435946,-0.0021284194959455627,0.000602283822444199,-0.0017572800880342118,-0.0030619532042152715,0.0009593764514798245,0.001070374213160578,0.004195067352563596,-0.044606769414528916,-0.0012399245256618369,-0.002065606452894564,-0.0048385572920130035,-0.002164649367289778,-0.0011792550083387556,-0.0015356603827644394,-0.02816461963069866,-0.004781020440293336,-0.004466039912509794,-0.020860120006328885,0.025041381449738276,0.0018230688548316106,-0.01009598141475896
7,-0.010683880666045874,-0.006759169359357136,0.0018494497017219353,-0.01355887091871645,-0.01184621192114389,-0.017885918840136374,-0.012016453999548427,-0.0019382145282505168,-0.002542909997289679,-0.0029733040607674583,-0.0032122202851395396,-0.004955492825282837,-0.006236605117161612,-0.00926728075486237,-0.0018332364105999336,0.019015142153702418,-0.005650256730800443,-0.003337684170477288,0.01664235342302066,-0.0060009778653173544,-0.01562146105537442,-0.00829505607777234,-0.02416280055132736,-0.004923337587093791,-0.008048317920736684,-0.014207449902641986,-0.010430976620424907,-0.003914131913185838,0.005123497767766953,-0.0014898859471805257,0.010282154966004119,0.006096341640445756,-0.006004744951225543,-0.005677375053667731,-0.014705727511154027,-0.009128740155901639,-0.029008880536018956,-0.0022373298229901454,0.0005418396315348189,-0.0017374516801600256,-0.0030012416683106863,0.001008783810596521,0.0010063411096964642,0.00405006898311675,-0.04514859021517863,-0.0013288702809206628,-0.0018131598904844604,-0.004671468855679523,-0.002147294449151943,-0.0011260432644368077,-0.0016192498355566505,-0.027440896546746574,-0.00435756881959778,-0.004421184601700985,-0.0204555910683057,0.024373912922336823,0.0013956433390041245,-0.009883523599049919
8,-0.010404894798931346,-0.006558187337359601,0.0017088761314166707,-0.013222150852960694,-0.01152807131659185,-0.017557063552005373,-0.010656027679910245,-0.0021487128646333776,-0.002577553454126931,-0.0028877342131516702,-0.0032012789037891122,-0.004882020308206712,-0.006334504310842519,-0.009179737916325769,-0.001854347741331191,0.01817804680380539,-0.005585232210891027,-0.0033311234604927863,0.015413854861058295,-0.005872238476989362,-0.0151159721203863,-0.00808285782619322,-0.023487045300645056,-0.004845908007640024,-0.007844690618643513,-0.013882288656296704,-0.010189102254652315,-0.003778211258135384,0.004965404454872604,-0.0015400759610261312,0.009644453300884329,0.005844386702160838,-0.005934288652446824,-0.005480532468151572,-0.01523948666012696,-0.008937752774543842,-0.02837762710843161,-0.0023462227017069246,0.00048140077958343545,-0.0017176226936238582,-0.0029405246982665686,0.0010581947337553097,0.0009423139910784534,0.0039051010672178036,-0.0456899313125672,-0.0014178044236972196,-0.0015606196333089982,-0.004504339089667173,-0.0021299390870547453,-0.0010728273649921287,-0.0017028290248792292,-0.026716352623598033,-0.003933851861228661,-0.004376326313889493,-0.020050810191700498,0.0237070582849815,0.0009684840519511898,-0.009670998097253927
