,03023,03028,02040,00005,00040,01003,01037,05026
0,8.185969086732691e-09,8.801605858952312e-09,8.32023477137425e-09,7.267692306145716e-09,8.625064059982833e-09,9.124036501129859e-09,1.2011836542329733e-08,5.164353924967633e-09
1,8.143350146529644e-09,8.75353454326299e-09,8.278445697276752e-09,7.236275289958078e-09,8.565515608153602e-09,9.067939921362612e-09,1.193033624791921e-08,5.148398244841133e-09
2,8.058308999418976e-09,8.657657290629028e-09,8.195062916942669e-09,7.173535838990207e-09,8.447851483302973e-09,8.956188414640233e-09,1.1767865330774007e-08,5.116515509442621e-09
3,7.973672931569149e-09,8.562326077402566e-09,8.112081677741876e-09,7.11099092218189e-09,8.333128106247687e-09,8.845345792230493e-09,1.1606493054679972e-08,5.084691332731996e-09
4,7.889465532568155e-09,8.467571964298662e-09,8.029523915541615e-09,7.048651425257968e-09,8.221499007512247e-09,8.735464132567301e-09,1.1446299620757101e-08,5.0529283579421e-09
5,7.805711132002454e-09,8.373427022152248e-09,7.947412226160532e-09,6.986528523806229e-09,8.113124158132759e-09,8.626597390160578e-09,1.128736850791996e-08,5.021229279338338e-09
6,7.722434822854382e-09,8.27992436523173e-09,7.865769885420704e-09,6.924633690968173e-09,8.008170256954814e-09,8.518801464892456e-09,1.1129786608580905e-08,4.989596843191532e-09
7,7.639662485706464e-09,8.187098185752036e-09,7.784620869864642e-09,6.862978705349772e-09,7.906811032180484e-09,8.412134274122704e-09,1.0973644370495977e-08,4.958033848770425e-09
8,7.55742081378345e-09,8.094983789636246e-09,7.703989878161471e-09,6.801575659163048e-09,7.809227557955287e-09,8.306655827729965e-09,1.0819035945061884e-08,4.926543149355184e-09
9,7.475737338864084e-09,8.003617633576388e-09,7.623902353227735e-09,6.740436966602098e-09,7.715608586835894e-09,8.202428306219234e-09,1.0666059342391539e-08,4.895127653272264e-09
10,7.394640458096189e-09,7.91303736344549e-09,7.544384505089439e-09,6.679575372463143e-09,7.62615089902718e-09,8.099516142037106e-09,1.0514816593510609e-08,4.863790324950367e-09
11,7.314159461749807e-09,7.82328185411533e-09,7.465463334512638e-09,6.6190039610164774e-09,7.541059669339368e-09,7.997986104241665e-09,1.0365413920038955e-08,4.832534185997856e-09
12,7.2343245619456086e-09,7.734391250736111e-09,7.387166657431328e-09,6.558736165136451e-09,7.46054885287137e-09,7.897907386678303e-09,1.0217961911741275e-08,4.801362316303571e-09
13,7.155166922394366e-09,7.646407011540227e-09,7.309523130202585e-09,6.498785775701299e-09,7.3848415904910845e-09,7.799351699825603e-09,1.0072575712352553e-08,4.770277855160251e-09
14,7.07671868919044e-09,7.559371952230241e-09,7.2325622757199375e-09,6.439166951268103e-09,7.314170635252566e-09,7.702393366481227e-09,9.929375214107356e-09,4.73928400241102e-09
15,6.999013022697665e-09,7.47333029201648e-09,7.156314510417135e-09,6.379894228033857e-09,7.248778800963197e-09,7.60710942146527e-09,9.788485261426868e-09,4.708384019620953e-09
16,6.9220841305720175e-09,7.3883277013745136e-09,7.080811172196727e-09,6.320982530092026e-09,7.188919434192746e-09,7.51357971552958e-09,9.650035864244771e-09,4.6775812312726726e-09
17,6.845967301966179e-09,7.304411351591252e-09,7.006084549317742e-09,6.262447179992205e-09,7.134856911097311e-09,7.421887023672098e-09,9.51416242147869e-09,4.646879025986662e-09
18,6.770698942962775e-09,7.221629966175347e-09,6.93216791027972e-09,6.2043039096162995e-09,7.086867160525999e-09,7.332117158062861e-09,9.381005955185639e-09,4.616280857768464e-09
19,6.696316613285049e-09,7.140033874211255e-09,6.859095534741279e-09,6.146568871378967e-09,7.045238214972785e-09,7.2443590858013394e-09,9.250713355972132e-09,4.585790247281136e-09
20,6.622859064336837e-09,7.059675065736704e-09,6.7869027455122344e-09,6.089258649762973e-09,7.010270791037168e-09,7.158705051736644e-09,9.123437640261146e-09,4.555410783145784e-09
21,6.550366278624993e-09,6.980607249229389e-09,6.715625941662278e-09,6.0323902732034e-09,6.982278901172633e-09,7.075250706592311e-09,8.999338220056238e-09,4.525146123269243e-09
22,6.478879510620072e-09,6.9028859112942206e-09,6.6453026327879164e-09,5.975981226329015e-09,6.961590498621002e-09,6.994095240652148e-09,8.878581185880595e-09,4.494999996199557e-09
23,6.408441329114107e-09,6.826568378643365e-09,6.575971474483869e-09,5.9200494625747396e-09,6.9485481575569515e-09,6.915341523277175e-09,8.761339603609486e-09,4.464976202511292e-09
